t,tau_cmd,tau_meas,q,dq
0.527810842,1.006445413,0.949999988,0.418879032,0.000000000
0.538264434,1.019126209,0.987999976,0.418879032,0.000000000
0.548769890,1.031471278,1.006999969,0.436332315,0.000000000
0.559277586,1.043414391,1.026000023,0.436332315,0.000000000
0.569772094,1.054933969,1.044999957,0.436332315,0.000000000
0.580258723,1.066032566,1.026000023,0.436332315,0.000000000
0.590750176,1.076719466,1.026000023,0.436332315,0.000000000
0.601386797,1.087124362,1.026000023,0.436332315,0.052359879
0.611812859,1.096899210,1.006999969,0.436332315,0.157079637
0.622389375,1.106382243,1.026000023,0.436332315,0.279252678
0.632889996,1.115362236,1.064000010,0.436332315,0.401425719
0.643413979,1.123923794,1.082999945,0.453785598,0.541052043
0.653983425,1.132077195,1.064000010,0.453785598,0.698131680
0.664979300,1.140082613,1.082999945,0.471238911,0.872664630
0.676068095,1.147659687,1.082999945,0.488692194,1.047197580
0.686954873,1.154610975,1.082999945,0.506145477,1.221730471
0.697406307,1.160826896,1.101999998,0.523598790,1.378810167
0.708426381,1.166893020,1.064000010,0.541052043,1.570796371
0.718855497,1.172170175,1.101999998,0.558505356,1.745329261
0.729386157,1.177039093,1.139999986,0.593411922,1.937315464
0.739942644,1.181454488,1.120999932,0.610865235,2.111848354
0.750362899,1.185354142,1.139999986,0.645771801,2.303834677
0.760949746,1.188847817,1.101999998,0.680678427,2.478367567
0.771887285,1.191960004,1.120999932,0.715584993,2.652900457
0.782356042,1.194464297,1.139999986,0.733038306,2.809980154
0.792846932,1.196507302,1.139999986,0.767944872,2.984513044
0.803338103,1.198082470,1.159000039,0.802851439,3.141592741
0.813862909,1.199191918,1.139999986,0.855211318,3.316125631
0.824342843,1.199827690,1.177999973,0.890117943,3.473205328
0.834872267,1.199994951,1.139999986,0.925024509,3.665191412
0.845308240,1.199694311,1.177999973,0.977384388,3.839724302
0.855866312,1.198917755,1.159000039,1.012290955,4.014257431
0.866363899,1.197674881,1.139999986,1.064650893,4.188790321
0.876811003,1.195972432,1.177999973,1.117010713,4.363323212
0.887278085,1.193801628,1.159000039,1.169370651,4.537856102
0.897782233,1.191155968,1.101999998,1.221730471,4.712388992
0.908276815,1.188046396,1.177999973,1.274090409,4.869468689
0.918764396,1.184474471,1.139999986,1.326450229,5.044001579
0.929287370,1.180425272,1.159000039,1.378810167,5.201081276
0.939785890,1.175922688,1.120999932,1.448623300,5.358160973
0.950291583,1.170956062,1.177999973,1.500983119,5.515240669
0.960795350,1.165531298,1.159000039,1.570796371,5.672319889
0.971276878,1.159662588,1.101999998,1.623156190,5.829399586
0.981803927,1.153312785,1.101999998,1.692969322,6.003932476
0.992496825,1.146398072,1.120999932,1.762782574,6.161012173
1.003620789,1.138710400,1.101999998,1.832595706,6.335545063
1.014513805,1.130697160,1.120999932,1.902408838,6.492624760
1.025396380,1.122215602,1.064000010,1.989675403,6.649704456
1.035902724,1.113579230,1.064000010,2.059488535,6.806784153
1.046311077,1.104592760,1.101999998,2.129301786,6.963863850
1.056831735,1.095077272,1.064000010,2.216568232,7.120943546
1.067397555,1.085087521,1.064000010,2.286381245,7.260569572
1.077841721,1.074789794,1.064000010,2.373647690,7.417649269
1.088315687,1.064044362,1.101999998,2.460914135,7.539822578
1.098945713,1.052714797,1.044999957,2.530727386,7.679448605
1.109317576,1.041252982,1.026000023,2.617993832,7.819075108
1.119979237,1.029056147,0.987999976,2.705260277,7.958701611
1.130935622,1.016089207,1.026000023,2.809980154,8.098327637
1.141343455,1.003370031,0.968999982,2.897246599,8.237954140
1.151913284,0.990057686,0.987999976,2.984513044,8.360127449
1.162366257,0.976505997,0.930999994,3.071779490,8.482299805
1.172828325,0.962562934,0.987999976,3.176499128,8.604473114
1.183412301,0.948076526,0.949999988,3.263765812,8.726646423
1.193814193,0.933471652,0.874000013,3.368485451,8.831365585
1.204411770,0.918223019,0.893000007,3.455751896,8.936085701
1.214900229,0.902770619,0.930999994,3.560471773,9.023352623
1.225399377,0.886949084,0.854999959,3.647738218,9.110618591
1.235910581,0.870761413,0.874000013,3.752457857,9.197885513
1.246295858,0.854431951,0.911999941,3.857177734,9.267698288
1.256922170,0.837384641,0.817000031,3.944444180,9.354965210
1.267335324,0.820353334,0.835999966,4.049163818,9.424777985
1.277913306,0.802728885,0.759999990,4.153883457,9.477137566
1.288448461,0.784858591,0.797999978,4.258603573,9.546951294
1.298991993,0.766664221,0.797999978,4.363323212,9.599310875
1.309926926,0.747474650,0.759999990,4.468042850,9.669123650
1.320355083,0.728878478,0.740999937,4.572762489,9.704030991
1.330820886,0.709932037,0.703000009,4.677482605,9.738937378
1.341336809,0.690616607,0.684000015,4.782202244,9.791296959
1.351867600,0.671001952,0.722000003,4.869468689,9.826203346
1.362553827,0.650827556,0.664999962,4.974188328,9.843656540
1.373462447,0.629961006,0.627000034,5.096361637,9.878563881
1.383801585,0.609937797,0.646000028,5.183628082,9.896017075
1.394313342,0.589342842,0.646000028,5.288347721,9.913470268
1.404881195,0.568404771,0.607999980,5.393067360,9.930923462
1.415392390,0.547355215,0.588999987,5.515240669,9.948376656
1.425911400,0.526074908,0.569999993,5.619960308,9.930923462
1.436437396,0.504573447,0.513000011,5.724679947,9.913470268
1.446869342,0.483068104,0.493999988,5.811946392,9.913470268
1.457430675,0.461105798,0.513000011,5.916666031,9.878563881
1.467925581,0.439100593,0.493999988,6.021386147,9.843656540
1.478321485,0.417133533,0.455999970,6.126105785,9.808750153
1.488808323,0.394812071,0.398999989,6.230825424,9.773843765
1.499380320,0.372153220,0.398999989,6.335545063,9.738937378
1.509950295,0.349350962,0.361000001,6.440264702,9.686577797
1.520398921,0.326674156,0.379999995,6.527531624,9.634217262
1.530991164,0.303556360,0.379999995,6.632251263,9.564404488
1.541997888,0.279405878,0.303999990,6.736970901,9.494590759
1.552362735,0.256553640,0.303999990,6.841690540,9.424777985
1.562922202,0.233171664,0.266000003,6.928956985,9.354965210
1.573545861,0.209554348,0.266000003,7.033677101,9.267698288
1.584444570,0.185238336,0.246999994,7.120943546,9.162978172
1.594924349,0.161783145,0.208999991,7.225663185,9.075712204
1.605475878,0.138103611,0.227999985,7.312929630,8.970992088
