t,tau_cmd,tau_meas,q,dq
0.530143007,1.166060006,1.120999932,11.484266281,2.338741302
0.540488136,1.173032979,1.120999932,11.519172668,2.495820761
0.550985465,1.179298000,1.101999998,11.554080009,2.652900457
0.561465594,1.184733976,1.120999932,11.588986397,2.827433348
0.571956306,1.189352315,1.101999998,11.606439590,3.001966238
0.582467722,1.193150566,1.139999986,11.658799171,3.176499128
0.593043442,1.196131724,1.120999932,11.693705559,3.351032257
0.603467831,1.198243288,1.139999986,11.728612900,3.543018341
0.613969124,1.199538870,1.101999998,11.780972481,3.717551231
0.624461883,1.199998903,1.139999986,11.815878868,3.892084122
0.634977760,1.199622711,1.120999932,11.868238449,4.066617012
0.645475153,1.198411492,1.177999973,11.920598984,4.241149902
0.655970036,1.196366751,1.159000039,11.955505371,4.415682793
0.666467795,1.193488820,1.159000039,12.007864952,4.590216160
0.676991337,1.189770017,1.101999998,12.060225487,4.747295380
0.687465895,1.185242095,1.159000039,12.112585068,4.921828270
0.697976856,1.179872795,1.139999986,12.182397842,5.096361637
0.708463040,1.173695726,1.139999986,12.234758377,5.270894527
0.718977646,1.166683438,1.139999986,12.287117958,5.427973747
0.729559486,1.158803800,1.101999998,12.356930733,5.585053444
0.739974002,1.150248492,1.120999932,12.426744461,5.759586334
0.750481835,1.140817925,1.082999945,12.479104042,5.899212837
0.760971196,1.130610425,1.101999998,12.548917770,6.056292534
0.771479775,1.119596351,1.120999932,12.618730545,6.195919037
0.781953096,1.107842233,1.101999998,12.688543320,6.335545063
0.792483078,1.095250760,1.064000010,12.758357048,6.492624760
0.802977780,1.081938264,1.064000010,12.828169823,6.632251263
0.813476483,1.067867607,1.064000010,12.897983551,6.771877289
0.823981289,1.053044689,1.044999957,12.985249519,6.894050598
0.834463924,1.037521401,1.064000010,13.055063248,7.033677101
0.844968120,1.021243869,0.987999976,13.142329216,7.155849934
0.855477883,1.004245426,0.968999982,13.212141991,7.278022766
0.865974147,0.986569545,0.949999988,13.299408913,7.400196075
0.876585967,0.968001215,0.968999982,13.369221687,7.504915714
0.886960214,0.949182928,0.987999976,13.456488609,7.609635353
0.897470315,0.929460302,0.968999982,13.543754578,7.714355469
0.907990065,0.909070197,0.930999994,13.631021500,7.819075108
0.918624268,0.887812475,0.893000007,13.718287468,7.923794746
0.928965301,0.866532504,0.874000013,13.805554390,8.011061668
0.939463771,0.844329914,0.854999959,13.892821312,8.098327637
0.949991093,0.821476109,0.835999966,13.980087280,8.185594559
0.960563550,0.797945618,0.874000013,14.067354202,8.255407333
0.971350219,0.773357898,0.797999978,14.154620171,8.325220108
0.982095989,0.748298270,0.740999937,14.241887093,8.377580643
0.992548478,0.723398802,0.759999990,14.346606255,8.429940224
1.003022002,0.697948533,0.740999937,14.433873177,8.482299805
1.013538587,0.671907090,0.703000009,14.521139145,8.517207146
1.023990357,0.645561069,0.664999962,14.608406067,8.552113533
1.034761352,0.617944530,0.684000015,14.695672035,8.569566727
1.045574090,0.589765546,0.607999980,14.800392151,8.587019920
1.055975472,0.562247363,0.569999993,14.887658119,8.604473114
1.066516243,0.533968532,0.569999993,14.974925041,8.604473114
1.077015039,0.505429793,0.550999999,15.062191010,8.587019920
1.087482919,0.476624747,0.569999993,15.149457932,8.587019920
1.097967619,0.447442756,0.513000011,15.236723900,8.569566727
1.108493873,0.417832613,0.455999970,15.341444016,8.552113533
1.118970381,0.388072023,0.474999994,15.428710938,8.517207146
1.129599485,0.357603122,0.361000001,15.515976906,8.482299805
1.140094407,0.327268400,0.379999995,15.603243828,8.447393417
1.150513530,0.296927504,0.323000014,15.690509796,8.377580643
1.160958749,0.266306272,0.361000001,15.777776718,8.325220108
1.171472169,0.235299832,0.284999996,15.847589493,8.255407333
1.181968065,0.204181200,0.266000003,15.934856415,8.168141365
1.192489952,0.172842927,0.303999990,16.022123337,8.098327637
1.203058584,0.141243792,0.208999991,16.109388351,7.993607998
1.213472027,0.110011088,0.171000004,16.179203033,7.888888359
1.223982438,0.078411213,0.171000004,16.266468048,7.784168243
1.234487063,0.046774064,0.094999999,16.336282730,7.661995411
1.245015438,0.015032692,0.094999999,16.423547745,7.539822578
1.255484932,-0.016541641,0.075999998,16.493360519,7.382742882
1.265980233,-0.048182292,0.037999999,16.563175201,7.225663185
1.276471931,-0.079778577,0.037999999,16.632987976,7.068583488
1.287100693,-0.111730982,-0.037999999,16.702800751,6.894050598
1.297505404,-0.142932774,-0.037999999,16.772613525,6.719517708
1.308068288,-0.174508813,-0.056999996,16.842428207,6.544984818
1.318674000,-0.206089119,-0.037999999,16.912240982,6.370451927
1.329760382,-0.238943821,-0.113999993,16.964599609,6.161012173
1.340647222,-0.271026809,-0.113999993,17.034414291,5.951572895
1.351250631,-0.302079700,-0.171000004,17.086772919,5.759586334
1.362191370,-0.333895379,-0.189999998,17.139133453,5.532693863
1.373109388,-0.365393349,-0.227999985,17.208946228,5.288347721
1.383500883,-0.395117151,-0.246999994,17.243852615,5.044001579
1.394000934,-0.424877671,-0.266000003,17.296213150,4.799655437
1.404522981,-0.454403720,-0.303999990,17.348573685,4.537856102
1.415013308,-0.483524457,-0.342000008,17.383480072,4.276056767
1.425521119,-0.512356790,-0.398999989,17.418386459,4.014257431
1.436026993,-0.540826593,-0.379999995,17.453292847,3.735004663
1.446509705,-0.568857859,-0.398999989,17.488199234,3.438298702
1.457054038,-0.596655550,-0.417999983,17.505651474,3.141592741
1.467614988,-0.624077045,-0.474999994,17.540559769,2.827433348
1.478039097,-0.650712180,-0.474999994,17.558012009,2.530727386
1.488655788,-0.677380220,-0.569999993,17.575466156,2.199114799
1.499675856,-0.704551178,-0.550999999,17.592918396,1.867502332
1.510545943,-0.730822995,-0.588999987,17.592918396,1.518436432
1.521044412,-0.755679093,-0.607999980,17.610372543,1.169370651
1.531519250,-0.779954959,-0.684000015,17.610372543,0.820304751
1.541998536,-0.803700258,-0.684000015,17.610372543,0.523598790
1.552513876,-0.826966896,-0.759999990,17.592918396,0.261799395
1.563016446,-0.849628787,-0.778999984,17.592918396,0.052359879
1.573501201,-0.871661815,-0.759999990,17.592918396,-0.087266460
1.584226981,-0.893574966,-0.854999959,17.592918396,-0.244346097
1.595151438,-0.915226474,-0.797999978,17.592918396,-0.383972436
1.605485059,-0.935072319,-0.874000013,17.575466156,-0.506145477
1.616003260,-0.954624899,-0.874000013,17.575466156,-0.628318548
1.626478683,-0.973434972,-0.874000013,17.558012009,-0.733038306
1.637002887,-0.991653207,-0.911999941,17.540559769,-0.855211318
1.647622626,-1.009333574,-0.893000007,17.540559769,-0.977384388
1.657993431,-1.025905697,-0.949999988,17.523105621,-1.082104087
1.668489443,-1.041968252,-0.987999976,17.505651474,-1.204277158
1.678967669,-1.057280403,-0.949999988,17.488199234,-1.343903542
1.689492662,-1.071922768,-0.949999988,17.470745087,-1.466076612
1.699972509,-1.085757159,-1.044999957,17.453292847,-1.588249564
1.710480991,-1.098873075,-1.026000023,17.435838699,-1.727875948
1.721126535,-1.111378515,-1.064000010,17.400932312,-1.850049019
1.731539792,-1.122841473,-1.044999957,17.383480072,-1.989675403
1.742158715,-1.133738810,-1.101999998,17.348573685,-2.129301786
1.752611405,-1.143676982,-1.101999998,17.331119537,-2.286381245
1.763183476,-1.152925811,-1.120999932,17.296213150,-2.426007748
1.774145438,-1.161656165,-1.064000010,17.261306763,-2.583087206
1.784538113,-1.169119046,-1.120999932,17.243852615,-2.740166903
1.795156373,-1.175920157,-1.120999932,17.208946228,-2.914699793
1.806164925,-1.182087051,-1.101999998,17.156585693,-3.089232683
1.817272590,-1.187392378,-1.082999945,17.121679306,-3.263765812
1.828173914,-1.191699479,-1.120999932,17.086772919,-3.438298702
1.838511657,-1.194957628,-1.139999986,17.034414291,-3.612831593
1.849046483,-1.197448066,-1.159000039,16.999505997,-3.769911289
1.859490004,-1.199088410,-1.139999986,16.947147369,-3.944444180
1.870020693,-1.199906036,-1.159000039,16.912240982,-4.118977070
1.880500360,-1.199885341,-1.159000039,16.859880447,-4.293509960
1.891082625,-1.199019865,-1.101999998,16.807519913,-4.468042850
1.901503430,-1.197338818,-1.139999986,16.755161285,-4.660028934
1.912011519,-1.194812100,-1.120999932,16.702800751,-4.817108631
1.922485547,-1.191464316,-1.159000039,16.650440216,-4.991641521
1.933001907,-1.187272406,-1.159000039,16.580627441,-5.148721218
1.943485975,-1.182267835,-1.120999932,16.528268814,-5.323254108
1.954018009,-1.176413945,-1.177999973,16.458454132,-5.480333805
1.964578493,-1.169716692,-1.159000039,16.406095505,-5.654866695
1.975189555,-1.162157489,-1.139999986,16.336282730,-5.811946392
1.986278304,-1.153374945,-1.120999932,16.266468048,-5.986479282
1.997170402,-1.143876048,-1.101999998,16.196655273,-6.161012173
2.007524294,-1.134051737,-1.082999945,16.126842499,-6.318091869
2.018088411,-1.123236575,-1.120999932,16.057029724,-6.475171566
2.028468449,-1.111838638,-1.026000023,15.987215996,-6.632251263
