t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
0.530143007,1.166060006,1.120999932,0.628633780,11.484266281,2.338741302,2.338741302,5.269834375
0.540488136,1.173032979,1.120999932,0.693637927,11.519172668,2.495820761,2.393258419,6.915012466
0.550985465,1.179298000,1.101999998,0.814920789,11.554080009,2.652900457,2.483371635,9.990440938
0.561465594,1.184733976,1.120999932,0.907014173,11.588986397,2.827433348,2.602784146,12.299760193
0.571956306,1.189352315,1.101999998,0.967535724,11.606439590,3.001966238,2.741327128,13.786832179
0.582467722,1.193150566,1.139999986,1.006370243,11.658799171,3.176499128,2.892361024,14.709424342
0.593043442,1.196131724,1.120999932,1.048486016,11.693705559,3.351032257,3.051550732,15.712312146
0.603467831,1.198243288,1.139999986,1.077348106,11.728612900,3.543018341,3.222122983,16.368320012
0.613969124,1.199538870,1.101999998,1.082884164,11.780972481,3.717551231,3.394069842,16.423322581
0.624461883,1.199998903,1.139999986,1.088599263,11.815878868,3.892084122,3.566914228,16.482476274
0.634977760,1.199622711,1.120999932,1.093680457,11.868238449,4.066617012,3.740344638,16.525018013
0.645475153,1.198411492,1.177999973,1.098926933,11.920598984,4.241149902,3.914157683,16.571618719
0.655970036,1.196366751,1.159000039,1.103120860,11.955505371,4.415682793,4.088220562,16.591004509
0.666467795,1.193488820,1.159000039,1.095016210,12.007864952,4.590216160,4.262446732,16.293797733
0.676991337,1.189770017,1.101999998,1.092045181,12.060225487,4.747295380,4.430721760,16.131734448
0.687465895,1.185242095,1.159000039,1.102406840,12.112585068,4.921828270,4.601168686,16.311689067
0.697976856,1.179872795,1.139999986,1.109802241,12.182397842,5.096361637,4.773033881,16.414584217
0.708463040,1.173695726,1.139999986,1.104754366,12.234758377,5.270894527,4.945824946,16.196775004
0.718977646,1.166683438,1.139999986,1.088631678,12.287117958,5.427973747,5.113162945,15.696724437
0.729559486,1.158803800,1.101999998,1.095229263,12.356930733,5.585053444,5.276940625,15.783201602
0.739974002,1.150248492,1.120999932,1.089664741,12.426744461,5.759586334,5.444451085,15.554782519
0.750481835,1.140817925,1.082999945,1.072053609,12.479104042,5.899212837,5.602283940,15.021261505
0.760971196,1.130610425,1.101999998,1.063160662,12.548917770,6.056292534,5.759855399,14.712239902
0.771479775,1.119596351,1.120999932,1.047479791,12.618730545,6.195919037,5.911198753,14.231696287
0.781953096,1.107842233,1.101999998,1.048594535,12.688543320,6.335545063,6.058475408,14.185464216
0.792483078,1.095250760,1.064000010,1.050216215,12.758357048,6.492624760,6.209154377,14.150547580
