t,tau_cmd,tau_meas,q,dq
0.527611731,1.257750090,1.177999973,0.907571197,0.052359879
0.538010816,1.273529025,1.177999973,0.907571197,0.122173049
0.548687046,1.289219379,1.197000027,0.907571197,0.226892799
0.559761354,1.304943029,1.215999961,0.907571197,0.366519153
0.570685049,1.319895806,1.234999895,0.925024509,0.523598790
0.581532028,1.334189881,1.234999895,0.925024509,0.680678427
0.591974935,1.347424591,1.273000002,0.942477822,0.837758064
0.602481351,1.360212928,1.310999990,0.959931076,0.994837701
0.612999872,1.372481612,1.310999990,0.977384388,1.134464025
0.623481554,1.384170648,1.310999990,0.994837701,1.291543603
0.634062663,1.395422532,1.329999924,1.012290955,1.431169987
0.644640404,1.406116019,1.348999977,1.029744267,1.570796371
0.655053625,1.416097202,1.348999977,1.047197580,1.710422635
0.665678762,1.425719145,1.368000031,1.082104087,1.867502332
0.676620565,1.435030136,1.329999924,1.099557400,2.007128716
0.687121198,1.443391764,1.368000031,1.134464025,2.164208174
0.697536978,1.451127206,1.368000031,1.151917338,2.303834677
0.708007773,1.458339719,1.424999952,1.186823845,2.443460941
0.718478965,1.464984399,1.386999965,1.204277158,2.583087206
0.728961548,1.471064666,1.406000018,1.239183784,2.722713709
0.739650865,1.476673407,1.424999952,1.274090409,2.862339973
0.750121978,1.481586424,1.424999952,1.308996916,2.984513044
0.760543383,1.485903057,1.444000006,1.343903542,3.106686115
0.771157828,1.489710246,1.444000006,1.378810167,3.228859186
0.781535543,1.492856008,1.462999940,1.431169987,3.351032257
0.792256656,1.495505958,1.462999940,1.466076612,3.490658522
0.803119608,1.497568050,1.444000006,1.518436432,3.630284786
0.813512036,1.498953168,1.462999940,1.553343058,3.752457857
0.824112588,1.499773439,1.424999952,1.605702877,3.892084122
0.834578072,1.499995871,1.462999940,1.640609503,4.031710625
0.845100464,1.499631034,1.462999940,1.692969322,4.171337128
0.855570652,1.498682457,1.444000006,1.745329261,4.310963154
0.866209661,1.497120672,1.444000006,1.797689080,4.450589657
0.877157147,1.494885103,1.444000006,1.850049019,4.607669353
0.887670966,1.492138865,1.481999874,1.902408838,4.747295380
0.898202096,1.488800631,1.386999965,1.937315464,4.921828270
0.909137731,1.484713317,1.444000006,2.007128716,5.096361637
0.919625888,1.480200582,1.444000006,2.059488535,5.270894527
0.930030848,1.475152000,1.424999952,2.111848354,5.462880611
0.940456545,1.469524239,1.386999965,2.181661606,5.637413502
0.950989182,1.463262486,1.386999965,2.251474619,5.829399586
0.961445157,1.456475838,1.406000018,2.321287870,6.038839340
0.971947927,1.449089273,1.406000018,2.391101122,6.248278618
0.982451513,1.441134144,1.406000018,2.460914135,6.457718372
0.992961320,1.432608906,1.386999965,2.530727386,6.649704456
1.003507875,1.423488693,1.386999965,2.600540638,6.859143734
1.013955233,1.413899609,1.386999965,2.687807083,7.086036682
1.024464467,1.403700557,1.348999977,2.775073528,7.295476437
1.034981192,1.392942834,1.368000031,2.862339973,7.504915714
1.045465541,1.381673377,1.368000031,2.949606419,7.696901798
1.056106293,1.369684089,1.310999990,3.036872864,7.906341553
1.066558522,1.357370742,1.348999977,3.124139309,8.098327637
1.077008173,1.344533755,1.310999990,3.211405754,8.307766914
1.087568199,1.331031271,1.273000002,3.298672199,8.499752998
1.097979048,1.317203268,1.254000068,3.403392076,8.691740036
1.108468190,1.302758312,1.292000055,3.490658522,8.883726120
1.118960247,1.287799879,1.273000002,3.595378160,9.075712204
1.129461787,1.272323561,1.254000068,3.682644606,9.250245094
1.139971584,1.256335958,1.215999961,3.787364483,9.424777985
1.150500747,1.239824495,1.197000027,3.892084122,9.599310875
1.161035593,1.222815371,1.215999961,3.996803999,9.756390572
1.171501973,1.205439289,1.197000027,4.101523876,9.913470268
1.181999818,1.187539692,1.197000027,4.223696709,10.070549965
1.192496795,1.169176651,1.139999986,4.328416348,10.210176468
1.203011102,1.150324447,1.139999986,4.433136463,10.349802017
1.213655716,1.130778374,1.101999998,4.555309296,10.471975327
1.224094058,1.111168939,1.159000039,4.660028934,10.594148636
1.234565556,1.091065013,1.082999945,4.782202244,10.698868752
1.245011905,1.070585827,1.064000010,4.904375076,10.803587914
1.255495937,1.049615441,1.082999945,5.009094715,10.890854836
1.266076976,1.028035442,0.987999976,5.131268024,10.978120804
1.276633469,1.006097986,0.911999941,5.253440857,11.047934532
1.287066850,0.984024924,0.911999941,5.375614166,11.100294113
1.297561817,0.961437632,0.759999990,5.497786999,11.152653694
1.308000915,0.938597320,0.817000031,5.602507114,11.170106888
1.318465774,0.915335897,0.797999978,5.724679947,11.187560081
1.328971680,0.891624996,0.817000031,5.846852779,11.205014229
1.339481815,0.867554688,0.893000007,5.951572895,11.222467422
1.350056199,0.842993640,0.854999959,6.073745728,11.222467422
1.360479950,0.818454637,0.854999959,6.195919037,11.222467422
1.370976697,0.793424528,0.778999984,6.318091869,11.222467422
1.381510468,0.767993898,0.797999978,6.422811508,11.222467422
1.391963285,0.742459393,0.797999978,6.544984818,11.222467422
1.402470639,0.716501198,0.703000009,6.667157650,11.222467422
1.412999182,0.690208757,0.740999937,6.789330959,11.205014229
1.423662458,0.663302824,0.684000015,6.894050598,11.187560081
1.434114296,0.636670279,0.664999962,7.016223431,11.170106888
1.444642902,0.609592308,0.664999962,7.138396740,11.135200500
1.455125429,0.582394316,0.607999980,7.243116379,11.100294113
1.465596806,0.554998241,0.588999987,7.365289211,11.065387726
1.476142499,0.527189236,0.588999987,7.487462521,11.030481339
1.486506587,0.499656105,0.588999987,7.592182159,10.978120804
1.497101601,0.471312472,0.513000011,7.714355469,10.925761223
1.507725453,0.442702959,0.474999994,7.819075108,10.855947495
1.518802487,0.412684176,0.474999994,7.941247940,10.803587914
1.529578742,0.383307743,0.455999970,8.063421249,10.733775139
1.540153687,0.354326268,0.417999983,8.168141365,10.646508217
1.550678381,0.325342711,0.379999995,8.290313721,10.576695442
1.561677048,0.294917262,0.398999989,8.395033836,10.489428520
1.572839324,0.263909693,0.284999996,8.517207146,10.384709358
1.583636764,0.233804292,0.303999990,8.621926308,10.279989243
1.594056108,0.204661141,0.227999985,8.726646423,10.175269127
1.604556117,0.175212537,0.246999994,8.831365585,10.053096771
1.615148298,0.145435919,0.208999991,8.936085701,9.948376656
1.625562765,0.116102302,0.151999995,9.023352623,9.808750153
1.636071054,0.086459111,0.151999995,9.128071785,9.686577797
1.646518066,0.056955132,0.151999995,9.215338707,9.546951294
1.656989760,0.027359292,0.113999993,9.320057869,9.389871597
1.667605097,-0.002653348,0.075999998,9.407324791,9.232791901
1.678039353,-0.032153050,0.018999999,9.494590759,9.075712204
1.688515940,-0.061759902,0.018999999,9.599310875,8.901179314
1.699009039,-0.091389269,0.018999999,9.686577797,8.726646423
1.709665358,-0.121442870,0.000000000,9.773843765,8.552113533
1.720084972,-0.150781610,-0.056999996,9.843656540,8.360127449
1.730605551,-0.180345592,-0.075999998,9.930923462,8.150687218
1.741044135,-0.209609096,-0.075999998,10.018189430,7.958701611
1.751627029,-0.239194265,-0.094999999,10.088003159,7.749261856
1.762023001,-0.268164276,-0.151999995,10.157815933,7.522368908
1.772562715,-0.297429677,-0.208999991,10.245082855,7.295476437
1.783109185,-0.326596332,-0.227999985,10.314895630,7.051130295
1.793555970,-0.355360097,-0.246999994,10.384709358,6.806784153
1.803961808,-0.383874153,-0.266000003,10.437068939,6.562438011
1.814539425,-0.412707495,-0.303999990,10.506881714,6.300638676
1.825005354,-0.441074957,-0.303999990,10.559242249,6.021386147
1.835663640,-0.469787308,-0.323000014,10.611601830,5.759586334
1.846181734,-0.497936160,-0.379999995,10.663961411,5.480333805
1.856560027,-0.525519084,-0.398999989,10.716321945,5.201081276
1.867016913,-0.553107465,-0.437000006,10.768681526,4.904375076
1.877540355,-0.580654477,-0.455999970,10.803587914,4.590216160
1.888012685,-0.607840909,-0.474999994,10.855947495,4.293509960
1.898539886,-0.634931058,-0.474999994,10.873401642,3.961897373
1.909140032,-0.661956290,-0.474999994,10.908308029,3.630284786
1.919592067,-0.688345208,-0.513000011,10.943214417,3.298672199
1.930046387,-0.714472631,-0.569999993,10.960667610,2.949606419
1.940612286,-0.740596980,-0.588999987,10.995573997,2.600540638
1.951089057,-0.766210941,-0.627000034,11.013027191,2.251474619
1.961688818,-0.791821463,-0.627000034,11.013027191,1.902408838
1.972669227,-0.818018238,-0.684000015,11.030481339,1.535889745
1.983095548,-0.842568917,-0.722000003,11.030481339,1.169370651
1.993531213,-0.866815730,-0.740999937,11.030481339,0.802851439
2.004008873,-0.890822682,-0.817000031,11.030481339,0.471238911
2.014531393,-0.914582709,-0.817000031,11.030481339,0.226892799
2.025137097,-0.938166473,-0.817000031,11.030481339,0.017453292
2.035504320,-0.960857623,-0.911999941,11.030481339,-0.157079637
2.046221740,-0.983929439,-0.893000007,11.013027191,-0.296705961
2.057119742,-1.006978199,-0.930999994,11.013027191,-0.453785598
2.067629928,-1.028804353,-0.949999988,10.995573997,-0.593411922
2.078207751,-1.050363265,-0.930999994,10.995573997,-0.733038306
2.089041972,-1.072011812,-0.968999982,10.978120804,-0.872664630
2.099561280,-1.092603420,-0.987999976,10.960667610,-1.012290955
2.110006112,-1.112624249,-1.006999969,10.943214417,-1.151917338
2.120493999,-1.132293666,-1.064000010,10.943214417,-1.291543603
2.130981536,-1.151519939,-1.026000023,10.908308029,-1.431169987
2.141588562,-1.170507522,-1.082999945,10.890854836,-1.570796371
2.151992520,-1.188677096,-1.101999998,10.873401642,-1.710422635
2.162625546,-1.206774316,-1.101999998,10.855947495,-1.850049019
2.173006400,-1.223974746,-1.159000039,10.821041107,-1.989675403
2.183576640,-1.241007407,-1.139999986,10.803587914,-2.129301786
2.193988702,-1.257303576,-1.215999961,10.768681526,-2.286381245
2.204478314,-1.273231395,-1.159000039,10.751228333,-2.443460941
2.214972075,-1.288667465,-1.197000027,10.716321945,-2.600540638
2.225749324,-1.303995682,-1.254000068,10.681414604,-2.775073528
2.236525750,-1.318784670,-1.273000002,10.646508217,-2.967059612
2.247007566,-1.332647373,-1.254000068,10.611601830,-3.141592741
2.257523575,-1.346032538,-1.273000002,10.576695442,-3.333578825
2.268011782,-1.358855548,-1.273000002,10.524335861,-3.525565147
2.278505031,-1.371153255,-1.254000068,10.489428520,-3.700098038
2.288976755,-1.382890981,-1.292000055,10.437068939,-3.892084122
2.299510501,-1.394154641,-1.310999990,10.402162552,-4.084070683
2.310015537,-1.404840228,-1.310999990,10.349802017,-4.293509960
2.320615453,-1.415064009,-1.329999924,10.297442436,-4.502949238
2.331003395,-1.424535298,-1.348999977,10.245082855,-4.694935799
2.341491922,-1.433544165,-1.368000031,10.175269127,-4.904375076
2.351988090,-1.441998673,-1.368000031,10.122909546,-5.131268024
2.362581871,-1.449959463,-1.368000031,10.070549965,-5.340707302
2.373085952,-1.457282021,-1.406000018,10.000736237,-5.550147057
2.383533260,-1.463998351,-1.406000018,9.930923462,-5.777040005
2.394071700,-1.470198086,-1.368000031,9.861110687,-5.986479282
2.404632809,-1.475829164,-1.368000031,9.791296959,-6.213372231
2.415294721,-1.480920735,-1.368000031,9.721484184,-6.440264702
2.426165057,-1.485496051,-1.386999965,9.651670456,-6.667157650
2.436703534,-1.489336318,-1.444000006,9.564404488,-6.894050598
2.447236836,-1.492587458,-1.444000006,9.494590759,-7.103489876
2.458103639,-1.495324906,-1.444000006,9.407324791,-7.347836018
2.468572067,-1.497368714,-1.444000006,9.320057869,-7.557275772
2.479073573,-1.498833197,-1.386999965,9.232791901,-7.784168243
2.489720207,-1.499718409,-1.406000018,9.145524979,-7.993607998
2.500550117,-1.499999194,-1.444000006,9.058259010,-8.220500946
2.511030587,-1.499675776,-1.424999952,8.970992088,-8.447393417
2.521491256,-1.498769369,-1.386999965,8.866272926,-8.674286842
2.531990432,-1.497273710,-1.444000006,8.779006004,-8.901179314
2.542640698,-1.495157403,-1.406000018,8.674286842,-9.110618591
2.553140323,-1.492481196,-1.424999952,8.569566727,-9.320057869
2.563728387,-1.489190464,-1.424999952,8.464846611,-9.546951294
2.574675207,-1.485164602,-1.481999874,8.360127449,-9.756390572
2.585147195,-1.480721567,-1.386999965,8.237954140,-9.965829849
2.595656721,-1.475682577,-1.481999874,8.133234024,-10.175269127
2.606189515,-1.470051416,-1.368000031,8.028514862,-10.367256165
2.617291103,-1.463488986,-1.368000031,7.906341553,-10.576695442
2.628339530,-1.456321737,-1.386999965,7.784168243,-10.786134720
2.639244654,-1.448628067,-1.139999986,7.644542217,-10.978120804
2.650403760,-1.440121614,-0.949999988,7.522368908,-11.117747307
2.661357300,-1.431152182,-0.893000007,7.400196075,-11.222467422
2.672132337,-1.421733656,-0.911999941,7.278022766,-11.292280197
2.682717891,-1.411909649,-0.835999966,7.155849934,-11.344639778
2.693753297,-1.401069764,-0.874000013,7.016223431,-11.379547119
2.704724632,-1.389691865,-0.854999959,6.894050598,-11.397000313
2.715582708,-1.377846251,-0.893000007,6.771877289,-11.414453506
2.726163491,-1.365747872,-0.854999959,6.649704456,-11.431906700
2.736560504,-1.353330421,-0.874000013,6.527531624,-11.449359894
2.747081903,-1.340235300,-0.893000007,6.405358315,-11.449359894
2.757686775,-1.326502883,-0.893000007,6.283185482,-11.449359894
2.768845426,-1.311481198,-0.949999988,6.161012173,-11.449359894
2.779800923,-1.296168512,-0.968999982,6.038839340,-11.449359894
2.790640442,-1.280473925,-0.874000013,5.916666031,-11.449359894
2.801127231,-1.264781259,-0.911999941,5.794493198,-11.449359894
2.811713467,-1.248438563,-0.797999978,5.672319889,-11.466813087
2.822575845,-1.231152915,-0.930999994,5.550147057,-11.466813087
2.833049063,-1.213997753,-0.854999959,5.427973747,-11.466813087
2.843576713,-1.196276634,-0.835999966,5.305800915,-11.466813087
2.854117511,-1.178061436,-0.854999959,5.183628082,-11.466813087
2.864709722,-1.159288943,-0.817000031,5.061454773,-11.466813087
2.875712768,-1.139299084,-0.874000013,4.939281940,-11.466813087
2.886545269,-1.119140293,-0.817000031,4.817108631,-11.466813087
2.897037671,-1.099169486,-0.854999959,4.694935799,-11.466813087
2.907532680,-1.078763622,-0.854999959,4.572762489,-11.466813087
2.918022633,-1.057945730,-0.817000031,4.450589657,-11.466813087
2.928548586,-1.036640655,-0.930999994,4.328416348,-11.466813087
2.939029471,-1.015021330,-0.893000007,4.206243515,-11.466813087
2.949693809,-0.992617030,-0.911999941,4.084070683,-11.466813087
2.960808223,-0.968840486,-0.911999941,3.961897373,-11.466813087
2.971704479,-0.945117789,-0.835999966,3.839724302,-11.466813087
2.982678133,-0.920823669,-0.759999990,3.700098038,-11.466813087
2.993061202,-0.897474109,-0.835999966,3.577924967,-11.466813087
3.003714129,-0.873160487,-0.740999937,3.473205328,-11.466813087
3.014805902,-0.847471298,-0.817000031,3.333578825,-11.466813087
3.025621143,-0.822065784,-0.817000031,3.211405754,-11.466813087
3.036018411,-0.797319891,-0.817000031,3.089232683,-11.466813087
3.046545778,-0.771952387,-0.835999966,2.967059612,-11.449359894
3.057184146,-0.746008658,-0.759999990,2.844886780,-11.449359894
3.067595939,-0.720326947,-0.759999990,2.740166903,-11.431906700
3.078099931,-0.694136711,-0.722000003,2.617993832,-11.414453506
3.088674850,-0.667494782,-0.703000009,2.495820761,-11.397000313
3.099224364,-0.640652593,-0.684000015,2.373647690,-11.379547119
3.109674253,-0.613814111,-0.627000034,2.268928051,-11.327186584
3.120117312,-0.586755252,-0.588999987,2.146754980,-11.292280197
3.130629242,-0.559288360,-0.627000034,2.024581909,-11.257373810
3.141190506,-0.531471452,-0.607999980,1.902408838,-11.205014229
3.151658272,-0.503692941,-0.532000005,1.797689080,-11.135200500
3.162138211,-0.475685696,-0.532000005,1.675516129,-11.082840919
3.172675680,-0.447337572,-0.474999994,1.570796371,-11.013027191
3.183088813,-0.419150528,-0.474999994,1.448623300,-10.943214417
3.193528917,-0.390728377,-0.437000006,1.326450229,-10.855947495
3.204004567,-0.362057383,-0.379999995,1.221730471,-10.786134720
3.214802134,-0.332357709,-0.379999995,1.117010713,-10.698868752
3.225737553,-0.302138596,-0.379999995,0.994837701,-10.611601830
3.236702180,-0.271709896,-0.342000008,0.872664630,-10.506881714
3.247266449,-0.242282326,-0.303999990,0.767944872,-10.402162552
3.258292736,-0.211465488,-0.303999990,0.663225114,-10.279989243
3.269177811,-0.180953664,-0.246999994,0.558505356,-10.157815933
3.279736205,-0.151284651,-0.189999998,0.453785598,-10.053096771
3.290755153,-0.120257768,-0.133000001,0.331612557,-9.913470268
3.301729870,-0.089303846,-0.171000004,0.226892799,-9.773843765
3.312842548,-0.057921926,-0.151999995,0.139626339,-9.616764069
3.323898287,-0.026675559,-0.094999999,0.034906585,-9.459684372
3.334695294,0.003850849,-0.075999998,-0.052359879,-9.302604675
3.345062118,0.033159656,-0.037999999,-0.139626339,-9.128071785
3.355555307,0.062812778,-0.037999999,-0.226892799,-8.953538895
3.366189517,0.092839295,0.000000000,-0.314159274,-8.761552811
3.376762445,0.122655819,0.000000000,-0.401425719,-8.569566727
3.387769252,0.153643991,0.056999996,-0.488692194,-8.377580643
3.398672674,0.184275933,0.037999999,-0.575958669,-8.185594559
3.409373108,0.214262004,0.075999998,-0.663225114,-7.976154804
3.420246088,0.244642255,0.113999993,-0.733038306,-7.766715050
3.431167937,0.275055580,0.189999998,-0.820304751,-7.539822578
3.441735697,0.304372064,0.171000004,-0.890117943,-7.295476437
3.452751632,0.334803114,0.171000004,-0.959931076,-7.051130295
3.463698561,0.364900568,0.227999985,-1.029744267,-6.789330959
3.474116432,0.393399341,0.227999985,-1.099557400,-6.527531624
3.484692770,0.422176378,0.284999996,-1.151917338,-6.265731812
3.495153591,0.450474101,0.323000014,-1.204277158,-5.986479282
3.505564680,0.478463415,0.379999995,-1.274090409,-5.707226753
3.516180886,0.506814356,0.361000001,-1.308996916,-5.427973747
3.526517224,0.534223006,0.417999983,-1.361356854,-5.131268024
3.537057187,0.561962714,0.417999983,-1.413716674,-4.834561825
3.547725402,0.589814047,0.437000006,-1.448623300,-4.537856102
3.558600384,0.617959631,0.474999994,-1.500983119,-4.206243515
3.569184310,0.645102705,0.493999988,-1.535889745,-3.892084122
3.579749842,0.671942531,0.532000005,-1.553343058,-3.577924967
3.590638740,0.699324834,0.569999993,-1.588249564,-3.228859186
3.601061439,0.725258989,0.532000005,-1.623156190,-2.897246599
3.611841977,0.751788907,0.664999962,-1.640609503,-2.548180819
3.622757165,0.778333870,0.664999962,-1.658062816,-2.181661606
3.633727684,0.804681396,0.664999962,-1.658062816,-1.797689080
3.644802762,0.830930983,0.646000028,-1.675516129,-1.431169987
3.655759683,0.856544220,0.759999990,-1.675516129,-1.029744267
3.666775016,0.881925703,0.740999937,-1.675516129,-0.663225114
3.677602468,0.906503801,0.817000031,-1.675516129,-0.366519153
3.688006899,0.929766034,0.854999959,-1.675516129,-0.122173049
3.698533946,0.952938429,0.835999966,-1.675516129,0.034906585
3.709011502,0.975629337,0.874000013,-1.675516129,0.209439516
3.719514834,0.997994120,0.911999941,-1.658062816,0.366519153
3.730008234,1.019947139,0.930999994,-1.658062816,0.523598790
3.740521045,1.041540630,0.968999982,-1.640609503,0.663225114
3.751027698,1.062712854,0.968999982,-1.623156190,0.802851439
3.761614309,1.083624608,0.987999976,-1.623156190,0.942477822
3.772006686,1.103733042,1.026000023,-1.605702877,1.082104087
3.782540815,1.123683487,1.026000023,-1.588249564,1.221730471
3.793136772,1.143304078,1.044999957,-1.570796371,1.378810167
3.803590891,1.162215108,1.082999945,-1.553343058,1.535889745
3.814266699,1.181061372,1.082999945,-1.518436432,1.692969322
3.825275542,1.199994599,1.120999932,-1.500983119,1.867502332
3.836151710,1.218192272,1.120999932,-1.483529806,2.024581909
3.846758327,1.235445893,1.159000039,-1.448623300,2.199114799
3.857657008,1.252660147,1.197000027,-1.413716674,2.373647690
3.868138225,1.268716445,1.215999961,-1.396263361,2.548180819
3.878583289,1.284224733,1.197000027,-1.361356854,2.722713709
3.889042809,1.299255650,1.197000027,-1.326450229,2.897246599
3.899553247,1.313851020,1.234999895,-1.291543603,3.089232683
3.910204921,1.328116377,1.234999895,-1.256637096,3.281219006
3.920529173,1.341432341,1.292000055,-1.204277158,3.473205328
3.931027844,1.354452279,1.273000002,-1.169370651,3.665191412
3.941519378,1.366933488,1.254000068,-1.117010713,3.857177734
3.952039573,1.378912015,1.292000055,-1.082104087,4.049163818
3.962525699,1.390312170,1.329999924,-1.029744267,4.258603573
3.973015545,1.401172917,1.348999977,-0.977384388,4.450589657
3.983558470,1.411536653,1.329999924,-0.925024509,4.642575741
3.994059269,1.421304875,1.368000031,-0.872664630,4.852015495
4.004508976,1.430472806,1.348999977,-0.802851439,5.044001579
4.015016143,1.439131579,1.348999977,-0.750491560,5.253440857
4.025539031,1.447237543,1.386999965,-0.698131680,5.462880611
4.036043925,1.454761733,1.386999965,-0.628318548,5.672319889
4.046545596,1.461713499,1.386999965,-0.558505356,5.899212837
4.057024371,1.468079229,1.348999977,-0.488692194,6.108652592
4.067527609,1.473885070,1.368000031,-0.418879032,6.335545063
4.078136482,1.479162856,1.424999952,-0.349065840,6.562438011
4.088533883,1.483761536,1.424999952,-0.279252678,6.789330959
4.099025330,1.487824145,1.424999952,-0.191986218,7.016223431
4.109529926,1.491308903,1.424999952,-0.122173049,7.260569572
4.120034462,1.494208971,1.386999965,-0.034906585,7.487462521
4.130533674,1.496522209,1.444000006,0.034906585,7.714355469
4.141020161,1.498247592,1.368000031,0.122173049,7.923794746
4.151521781,1.499388824,1.444000006,0.209439516,8.150687218
4.162172209,1.499946171,1.424999952,0.296705961,8.377580643
4.172622963,1.499905461,1.406000018,0.401425719,8.604473114
