t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
3.168119169,-0.520900297,-0.513000011,-0.584438407,-12.007864952,-11.414453506,-11.414453506,1.152629356
3.178608503,-0.488805073,-0.569999993,-0.559250745,-12.130038261,-11.379547119,-11.402363192,1.817188724
3.189099929,-0.456512309,-0.513000011,-0.528379702,-12.252211571,-11.327186584,-11.376324725,2.624091648
3.199621447,-0.423947635,-0.513000011,-0.496908386,-12.356930733,-11.292280197,-11.347214730,3.444944920
3.210106680,-0.391329366,-0.398999989,-0.454158045,-12.479104042,-11.222467422,-11.304006760,4.557498817
3.220602655,-0.358524591,-0.437000006,-0.425538741,-12.601277351,-11.152653694,-11.251583514,5.286366098
3.231081331,-0.325633893,-0.379999995,-0.406741499,-12.705996513,-11.082840919,-11.193137162,5.748803407
3.241617501,-0.292434671,-0.417999983,-0.382960718,-12.828169823,-11.013027191,-11.130753560,6.341680272
3.252119072,-0.259229682,-0.227999985,-0.354999679,-12.950343132,-10.925761223,-11.059751604,7.040366780
3.262590068,-0.226020225,-0.303999990,-0.325920920,-13.055063248,-10.838494301,-10.983116050,7.765087144
3.273105162,-0.192582323,-0.284999996,-0.305915358,-13.159782410,-10.733775139,-10.896753346,8.240867806
3.283587903,-0.159171985,-0.284999996,-0.281542378,-13.281955719,-10.646508217,-10.810077454,8.833089059
3.294116456,-0.125553103,-0.171000004,-0.255112265,-13.386675835,-10.524335861,-10.711106867,9.471918668
3.304695074,-0.091724577,-0.208999991,-0.235859449,-13.491394997,-10.419615746,-10.610144850,9.917693493
3.315221164,-0.058027805,-0.151999995,-0.196719374,-13.596115112,-10.297442436,-10.501836006,10.889671523
3.325599397,-0.024781937,-0.094999999,-0.171912169,-13.700834274,-10.157815933,-10.382679854,11.471465288
3.336086779,0.008823169,-0.075999998,-0.147082903,-13.805554390,-10.035643578,-10.262478997,12.053139844
3.346601616,0.042512778,-0.056999996,-0.119024942,-13.892821312,-9.878563881,-10.129504640,12.712390313
3.357187715,0.076413810,-0.037999999,-0.108216424,-13.997540474,-9.738937378,-9.994226219,12.909348708
3.367678407,0.109979335,0.000000000,-0.076091469,-14.102260590,-9.599310875,-9.857441780,13.674644170
3.378151075,0.143444306,0.094999999,-0.044254808,-14.189526558,-9.424777985,-9.707582637,14.423373124
3.388631717,0.176878793,0.113999993,-0.023162264,-14.276793480,-9.267698288,-9.555222555,14.883432642
3.399139590,0.210330840,0.075999998,0.014229722,-14.381512642,-9.093165398,-9.395182612,15.773639517
3.409626707,0.243634550,0.075999998,0.051525744,-14.468779564,-8.901179314,-9.224077677,16.653779815
3.420122022,0.276868978,0.151999995,0.087692626,-14.556045532,-8.709193230,-9.045740264,17.498856476
3.430624667,0.310018145,0.208999991,0.129882869,-14.643312454,-8.499752998,-8.856629957,18.497510726
3.441269016,0.343490539,0.246999994,0.156987411,-14.730578423,-8.272860527,-8.654433270,19.084354361
3.451945599,0.376925380,0.266000003,0.194297701,-14.800392151,-8.063421249,-8.449728010,19.942090640
3.462778484,0.410693608,0.361000001,0.255846583,-14.887658119,-7.801621914,-8.225247421,21.433825428
3.473237411,0.443133818,0.284999996,0.298752822,-14.957471848,-7.557275772,-7.993886120,22.422952472
3.483617294,0.475158613,0.323000014,0.325850055,-15.027284622,-7.312929630,-7.758027339,22.986773918
3.494146096,0.507456979,0.398999989,0.353828765,-15.097098351,-7.051130295,-7.513183684,23.568046613
3.504644872,0.539464235,0.361000001,0.388424904,-15.166911125,-6.789330959,-7.262467193,24.322087173
3.515167956,0.571333588,0.437000006,0.417907317,-15.236723900,-6.510077953,-7.001866682,24.932838430
3.525806615,0.603324416,0.398999989,0.441565363,-15.289084435,-6.230825424,-6.734805784,25.383640962
3.536843615,0.636256492,0.513000011,0.475478746,-15.358897209,-5.916666031,-6.451431665,26.097299384
3.547930318,0.669059615,0.588999987,0.532129572,-15.411257744,-5.602507114,-6.157394802,27.411040328
3.558787087,0.700899352,0.493999988,0.586390173,-15.463617325,-5.270894527,-5.850343063,28.652113093
3.569659905,0.732491974,0.664999962,0.640097079,-15.515976906,-4.939281940,-5.534784331,29.872627995
3.580123047,0.762603884,0.703000009,0.693773750,-15.550883293,-4.607669353,-5.213665123,31.088564638
3.590628526,0.792539190,0.627000034,0.728468099,-15.585790634,-4.258603573,-4.882866229,31.790922783
3.601132990,0.822160878,0.722000003,0.752004437,-15.620697021,-3.909537554,-4.545740262,32.190961852
3.611701983,0.851639209,0.627000034,0.787609692,-15.655603409,-3.560471773,-4.204478774,32.910555222
3.622142367,0.880427027,0.797999978,0.837579124,-15.673056602,-3.193952560,-3.854468920,34.007880792
3.632630567,0.909003359,0.722000003,0.873545255,-15.707962990,-2.809980154,-3.492695662,34.723203612
3.643200271,0.937442309,0.874000013,0.910316129,-15.725416183,-2.426007748,-3.123233420,35.454806892
3.653617884,0.965107989,0.835999966,0.950097407,-15.742869377,-2.042035341,-2.748745380,36.263409477
3.664110029,0.992595437,0.778999984,0.978366400,-15.742869377,-1.640609503,-2.364927057,36.758193831
3.674666589,1.019859806,0.874000013,1.003910263,-15.742869377,-1.239183784,-1.975010167,37.176054876
3.685194402,1.046647781,0.893000007,0.994879256,-15.742869377,-0.837758064,-1.581107033,36.667724033
3.695728310,1.073038746,0.987999976,0.947507898,-15.742869377,-0.488692194,-1.202733912,35.145860320
3.706085444,1.098574438,1.006999969,0.839082924,-15.742869377,-0.174532920,-0.846602152,32.008347488
3.716606825,1.124086324,1.006999969,0.704919663,-15.742869377,0.052359879,-0.535234110,28.213724767
3.727119650,1.149135893,1.006999969,0.626790071,-15.742869377,0.279252678,-0.253125246,25.935592850
3.737623368,1.173713121,1.120999932,1.243696996,-15.725416183,0.506145477,0.009858763,24.189755105
3.748094078,1.197755208,1.139999986,1.184255616,-15.725416183,0.715584993,0.254296890,22.436327411
3.758606516,1.221423742,1.139999986,1.135929323,-15.707962990,0.907571197,0.480567561,20.992101500
3.769084338,1.244537134,1.101999998,1.106175709,-15.690509796,1.099557400,0.694963328,20.052001264
3.779605168,1.267256952,1.177999973,1.098833085,-15.673056602,1.291543603,0.901597230,19.715758138
3.790095156,1.289413993,1.159000039,1.097186123,-15.655603409,1.500983119,1.109202896,19.530986169
3.800587337,1.311071391,1.254000068,1.096411035,-15.638150215,1.692969322,1.311398543,19.373170446
3.811098248,1.332253274,1.254000068,1.119523994,-15.603243828,1.902408838,1.516103205,19.851698910
3.821598271,1.352891086,1.310999990,1.137323623,-15.585790634,2.129301786,1.728493089,20.183097727
3.832093909,1.372990667,1.310999990,1.138827408,-15.550883293,2.338741302,1.939861073,20.079930368
