t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
0.526820359,0.737655543,0.684000015,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.537836933,0.750687644,0.722000003,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.548675025,0.763368231,0.722000003,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.559158303,0.775498990,0.740999937,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.570830917,0.788847549,0.740999937,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.581746839,0.801177250,0.740999937,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.592260517,0.812910116,0.778999984,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.602699258,0.824418979,0.797999978,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.614293150,0.837035052,0.817000031,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.624675067,0.848181593,0.797999978,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.635193198,0.859327155,0.817000031,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.645670696,0.870280407,0.817000031,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.656149771,0.881084409,0.854999959,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.666696439,0.891803831,0.854999959,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.677150341,0.902274389,0.874000013,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.687963585,0.912941013,0.854999959,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.698711774,0.923376421,0.874000013,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.709131117,0.933331776,0.893000007,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.719774125,0.943335630,0.893000007,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.730212840,0.952983563,0.930999994,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.740725522,0.962534127,0.911999941,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.751218905,0.971899642,0.949999988,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.761645337,0.981038027,0.949999988,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.772203348,0.990120118,0.968999982,0.000000000,25.324728012,0.000000000,0.000000000,0.000000000
0.782803405,0.999063045,0.949999988,0.010605646,25.324728012,0.000000000,0.000000000,0.290326068
0.793292521,1.007737888,0.968999982,0.162216943,25.324728012,0.017453292,0.006058656,0.774163084
0.803637566,1.016122097,0.949999988,0.184099269,25.324728012,0.034906585,0.016072793,1.369097618
0.814139944,1.024458151,0.930999994,0.250748309,25.324728012,0.069813170,0.034727980,3.185979655
