t,tau_cmd,tau_meas,q,dq
0.526820359,0.737655543,0.684000015,25.324728012,0.000000000
0.537836933,0.750687644,0.722000003,25.324728012,0.000000000
0.548675025,0.763368231,0.722000003,25.324728012,0.000000000
0.559158303,0.775498990,0.740999937,25.324728012,0.000000000
0.570830917,0.788847549,0.740999937,25.324728012,0.000000000
0.581746839,0.801177250,0.740999937,25.324728012,0.000000000
0.592260517,0.812910116,0.778999984,25.324728012,0.000000000
0.602699258,0.824418979,0.797999978,25.324728012,0.000000000
0.614293150,0.837035052,0.817000031,25.324728012,0.000000000
0.624675067,0.848181593,0.797999978,25.324728012,0.000000000
0.635193198,0.859327155,0.817000031,25.324728012,0.000000000
0.645670696,0.870280407,0.817000031,25.324728012,0.000000000
0.656149771,0.881084409,0.854999959,25.324728012,0.000000000
0.666696439,0.891803831,0.854999959,25.324728012,0.000000000
0.677150341,0.902274389,0.874000013,25.324728012,0.000000000
0.687963585,0.912941013,0.854999959,25.324728012,0.000000000
0.698711774,0.923376421,0.874000013,25.324728012,0.000000000
0.709131117,0.933331776,0.893000007,25.324728012,0.000000000
0.719774125,0.943335630,0.893000007,25.324728012,0.000000000
0.730212840,0.952983563,0.930999994,25.324728012,0.000000000
0.740725522,0.962534127,0.911999941,25.324728012,0.000000000
0.751218905,0.971899642,0.949999988,25.324728012,0.000000000
0.761645337,0.981038027,0.949999988,25.324728012,0.000000000
0.772203348,0.990120118,0.968999982,25.324728012,0.000000000
0.782803405,0.999063045,0.949999988,25.324728012,0.000000000
0.793292521,1.007737888,0.968999982,25.324728012,0.017453292
0.803637566,1.016122097,0.949999988,25.324728012,0.034906585
0.814139944,1.024458151,0.930999994,25.324728012,0.069813170
0.824686523,1.032649722,0.968999982,25.324728012,0.174532920
0.835133351,1.040585006,0.968999982,25.324728012,0.314159274
0.845618655,1.048369189,0.987999976,25.342180252,0.488692194
0.856129339,1.055989545,0.987999976,25.342180252,0.645771801
0.866629252,1.063418155,1.006999969,25.359634399,0.837758064
0.877141635,1.070670122,0.987999976,25.377086639,1.029744267
0.887724903,1.077782251,1.026000023,25.394540787,1.221730471
0.898205031,1.084637224,1.044999957,25.411993027,1.431169987
0.908673441,1.091296729,1.006999969,25.429447174,1.640609503
0.919228816,1.097820344,1.044999957,25.446901321,1.867502332
0.929763345,1.104138500,1.026000023,25.481807709,2.076941729
0.940223706,1.110220719,1.006999969,25.516714096,2.303834677
0.950672102,1.116104482,1.064000010,25.534166336,2.530727386
0.961873067,1.122198316,1.026000023,25.569072723,2.775073528
0.972629979,1.127841299,1.026000023,25.621433258,3.019419670
0.983133681,1.133152597,1.044999957,25.656339645,3.263765812
0.993662380,1.138278411,1.064000010,25.691246033,3.508111715
1.004296883,1.143253463,1.064000010,25.743606567,3.735004663
1.014727049,1.147934604,1.082999945,25.778512955,3.979350805
1.025329609,1.152490993,1.064000010,25.830873489,4.223696709
1.035642358,1.156726573,1.082999945,25.883232117,4.468042850
1.047312909,1.161285468,1.044999957,25.935592651,4.729842186
1.057648074,1.165114216,1.064000010,26.005405426,5.009094715
1.068132253,1.168797369,1.139999986,26.057765961,5.270894527
1.078596228,1.172271139,1.101999998,26.127578735,5.515240669
1.089162727,1.175573263,1.064000010,26.197391510,5.794493198
1.099719303,1.178665313,1.120999932,26.267206192,6.056292534
1.110197002,1.181529160,1.101999998,26.337018967,6.318091869
1.120807987,1.184220682,1.177999973,26.406831741,6.579891205
1.131204913,1.186653688,1.139999986,26.476644516,6.841690540
1.141757421,1.188915974,1.177999973,26.563911438,7.103489876
1.152234963,1.190955349,1.139999986,26.651178360,7.365289211
1.162614417,1.192772067,1.082999945,26.738443375,7.627089024
