t,tau_cmd,tau_meas,q,dq
0.000187243,0.000282356,1.501000047,0.244346097,0.628318548
0.005658998,0.008533496,0.000000000,0.296705961,0.000000000
0.011096391,0.016732421,0.000000000,0.296705961,0.000000000
0.016649760,0.025105415,0.000000000,0.296705961,0.000000000
0.022089672,0.033306163,0.000000000,0.296705961,0.000000000
0.027572040,0.041569338,0.018999999,0.296705961,0.000000000
0.033104483,0.049905987,0.018999999,0.296705961,0.000000000
0.038530066,0.058079272,0.037999999,0.296705961,0.000000000
0.044037801,0.066373550,0.037999999,0.296705961,0.000000000
0.049539262,0.074655205,0.037999999,0.296705961,0.000000000
0.055058119,0.082959463,0.056999996,0.296705961,0.000000000
0.060600585,0.091295229,0.056999996,0.296705961,0.000000000
0.066048822,0.099484962,0.056999996,0.296705961,0.000000000
0.071621469,0.107856879,0.075999998,0.296705961,0.000000000
0.077155216,0.116165123,0.094999999,0.296705961,0.000000000
0.082682483,0.124458031,0.056999996,0.296705961,0.000000000
0.088218134,0.132757500,0.094999999,0.296705961,0.000000000
0.093613088,0.140839848,0.094999999,0.296705961,0.000000000
0.099153797,0.149133813,0.133000001,0.296705961,0.000000000
0.104839839,0.157637810,0.094999999,0.296705961,0.000000000
0.110689737,0.166378464,0.151999995,0.296705961,0.000000000
0.116030697,0.174350847,0.151999995,0.296705961,0.000000000
0.121663971,0.182751045,0.133000001,0.296705961,0.000000000
0.127152072,0.190925961,0.151999995,0.296705961,0.000000000
0.132666553,0.199131026,0.151999995,0.296705961,0.000000000
0.138079392,0.207175558,0.208999991,0.296705961,0.000000000
0.143627932,0.215411817,0.208999991,0.296705961,0.000000000
0.149068696,0.223477926,0.171000004,0.296705961,0.000000000
0.154572901,0.231627457,0.208999991,0.296705961,0.000000000
0.160088821,0.239783216,0.227999985,0.296705961,0.000000000
0.165616730,0.247945143,0.171000004,0.296705961,0.000000000
0.171154970,0.256110326,0.189999998,0.296705961,0.000000000
0.177271939,0.265114312,0.227999985,0.296705961,0.000000000
0.183228430,0.273867031,0.208999991,0.296705961,0.000000000
0.189227954,0.282667472,0.246999994,0.296705961,0.000000000
0.195396829,0.291699568,0.246999994,0.296705961,0.000000000
0.201371703,0.300430915,0.266000003,0.296705961,0.000000000
0.207359023,0.309163459,0.266000003,0.296705961,0.000000000
0.213074374,0.317483015,0.284999996,0.296705961,0.000000000
0.218748463,0.325726309,0.284999996,0.296705961,0.000000000
0.224745808,0.334421218,0.284999996,0.296705961,0.000000000
0.230721425,0.343065734,0.284999996,0.296705961,0.000000000
0.236235383,0.351025251,0.303999990,0.296705961,0.000000000
0.241622111,0.358784836,0.323000014,0.296705961,0.000000000
0.247120432,0.366688215,0.323000014,0.296705961,0.000000000
0.252824932,0.374869451,0.342000008,0.296705961,0.000000000
0.258899998,0.383560952,0.361000001,0.296705961,0.000000000
0.264807862,0.391991804,0.342000008,0.296705961,0.000000000
