t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
0.000187243,0.000282356,1.501000047,-0.592025255,0.244346097,0.628318548,0.628318548,-25.150647097
0.005658998,0.008533496,0.000000000,-0.491266646,0.296705961,0.000000000,0.490700369,-22.449907021
0.011096391,0.016732421,0.000000000,-0.300814396,0.296705961,0.000000000,0.383224167,-17.464830096
0.016649760,0.025105415,0.000000000,-0.151877381,0.296705961,0.000000000,0.299288061,-13.566500128
0.022089672,0.033306163,0.000000000,-0.042453711,0.296705961,0.000000000,0.233736156,-10.699357564
0.027572040,0.041569338,0.018999999,0.049727873,0.296705961,0.000000000,0.182541831,-8.287157876
0.033104483,0.049905987,0.018999999,0.118594259,0.296705961,0.000000000,0.142560400,-6.483706019
0.038530066,0.058079272,0.037999999,0.171561025,0.296705961,0.000000000,0.111335948,-5.096256645
0.044037801,0.066373550,0.037999999,0.215583689,0.296705961,0.000000000,0.086950466,-3.944324921
0.049539262,0.074655205,0.037999999,0.248633242,0.296705961,0.000000000,0.067906042,-3.078945583
0.055058119,0.082959463,0.056999996,0.274720292,0.296705961,0.000000000,0.053032845,-2.395999422
0.060600585,0.091295229,0.056999996,0.294475612,0.296705961,0.000000000,0.041417266,-1.878538276
0.066048822,0.099484962,0.056999996,0.310060323,0.296705961,0.000000000,0.032345803,-1.470392156
0.071621469,0.107856879,0.075999998,0.322874325,0.296705961,0.000000000,0.025261227,-1.135101488
0.077155216,0.116165123,0.094999999,0.332201980,0.296705961,0.000000000,0.019728358,-0.890739441
0.082682483,0.124458031,0.056999996,0.339647692,0.296705961,0.000000000,0.015407332,-0.695754728
0.088218134,0.132757500,0.094999999,0.345275871,0.296705961,0.000000000,0.012032724,-0.548281645
0.093613088,0.140839848,0.094999999,0.349762142,0.296705961,0.000000000,0.009397243,-0.430772298
0.099153797,0.149133813,0.133000001,0.353706452,0.296705961,0.000000000,0.007339001,-0.327661774
0.104839839,0.157637810,0.094999999,0.356709309,0.296705961,0.000000000,0.005731568,-0.249130558
0.110689737,0.166378464,0.151999995,0.358643522,0.296705961,0.000000000,0.004476205,-0.198374030
0.116030697,0.174350847,0.151999995,0.360090298,0.296705961,0.000000000,0.003495799,-0.160376046
0.121663971,0.182751045,0.133000001,0.361548118,0.296705961,0.000000000,0.002730128,-0.122262446
0.127152072,0.190925961,0.151999995,0.362517431,0.296705961,0.000000000,0.002132158,-0.096850723
0.132666553,0.199131026,0.151999995,0.363315351,0.296705961,0.000000000,0.001665160,-0.075952101
0.138079392,0.207175558,0.208999991,0.363945289,0.296705961,0.000000000,0.001300446,-0.059456261
0.143627932,0.215411817,0.208999991,0.364457263,0.296705961,0.000000000,0.001015615,-0.046058579
0.149068696,0.223477926,0.171000004,0.364831634,0.296705961,0.000000000,0.000793169,-0.036250652
0.154572901,0.231627457,0.208999991,0.365143739,0.296705961,0.000000000,0.000619444,-0.028083225
0.160088821,0.239783216,0.227999985,0.365380464,0.296705961,0.000000000,0.000483770,-0.021885313
0.165616730,0.247945143,0.171000004,0.365564881,0.296705961,0.000000000,0.000377811,-0.017056736
0.171154970,0.256110326,0.189999998,0.365725372,0.296705961,0.000000000,0.000295061,-0.012862014
0.177271939,0.265114312,0.227999985,0.365853851,0.296705961,0.000000000,0.000230435,-0.009505277
0.183228430,0.273867031,0.208999991,0.365929266,0.296705961,0.000000000,0.000179964,-0.007525071
0.189227954,0.282667472,0.246999994,0.365995452,0.296705961,0.000000000,0.000140547,-0.005791041
0.195396829,0.291699568,0.246999994,0.366044717,0.296705961,0.000000000,0.000109763,-0.004499186
0.201371703,0.300430915,0.266000003,0.366079696,0.296705961,0.000000000,0.000085722,-0.003580241
0.207359023,0.309163459,0.266000003,0.366107732,0.296705961,0.000000000,0.000066947,-0.002844090
0.213074374,0.317483015,0.284999996,0.366128783,0.296705961,0.000000000,0.000052284,-0.002290899
0.218748463,0.325726309,0.284999996,0.366148987,0.296705961,0.000000000,0.000040832,-0.001762012
0.224745808,0.334421218,0.284999996,0.366165513,0.296705961,0.000000000,0.000031889,-0.001329733
0.230721425,0.343065734,0.284999996,0.366175183,0.296705961,0.000000000,0.000024904,-0.001075438
0.236235383,0.351025251,0.303999990,0.366182266,0.296705961,0.000000000,0.000019450,-0.000888886
0.241622111,0.358784836,0.323000014,0.366189519,0.296705961,0.000000000,0.000015190,-0.000698910
0.247120432,0.366688215,0.323000014,0.366195918,0.296705961,0.000000000,0.000011863,-0.000531656
0.252824932,0.374869451,0.342000008,0.366201085,0.296705961,0.000000000,0.000009265,-0.000396656
0.258899998,0.383560952,0.361000001,0.366204753,0.296705961,0.000000000,0.000007235,-0.000300669
0.264807862,0.391991804,0.342000008,0.366207081,0.296705961,0.000000000,0.000005651,-0.000239529
0.270672703,0.400339892,0.379999995,0.366208794,0.296705961,0.000000000,0.000004413,-0.000194481
0.276064323,0.407995217,0.361000001,0.366210145,0.296705961,0.000000000,0.000003446,-0.000158947
0.281519080,0.415721128,0.398999989,0.366211529,0.296705961,0.000000000,0.000002692,-0.000122756
0.287030458,0.423507395,0.398999989,0.366212633,0.296705961,0.000000000,0.000002102,-0.000093879
0.292766856,0.431589981,0.379999995,0.366213537,0.296705961,0.000000000,0.000001642,-0.000070249
0.298785007,0.440045444,0.398999989,0.366214178,0.296705961,0.000000000,0.000001282,-0.000053472
0.304724169,0.448365255,0.398999989,0.366214619,0.296705961,0.000000000,0.000001001,-0.000041900
0.310741115,0.456768560,0.455999970,0.366214963,0.296705961,0.000000000,0.000000782,-0.000032886
0.316558248,0.464867983,0.437000006,0.366215194,0.296705961,0.000000000,0.000000611,-0.000026806
0.322060066,0.472505529,0.437000006,0.366215398,0.296705961,0.000000000,0.000000477,-0.000021456
0.327697324,0.480307662,0.437000006,0.366215574,0.296705961,0.000000000,0.000000372,-0.000016833
0.333057904,0.487704513,0.455999970,0.366215703,0.296705961,0.000000000,0.000000291,-0.000013451
0.338527785,0.495229369,0.493999988,0.366215822,0.296705961,0.000000000,0.000000227,-0.000010338
0.344046435,0.502797602,0.493999988,0.366215911,0.296705961,0.000000000,0.000000177,-0.000008007
0.349605458,0.510396755,0.493999988,0.366215977,0.296705961,0.000000000,0.000000139,-0.000006279
0.355041942,0.517804311,0.474999994,0.366216030,0.296705961,0.000000000,0.000000108,-0.000004900
0.360699745,0.525487761,0.474999994,0.366216072,0.296705961,0.000000000,0.000000085,-0.000003797
0.366107097,0.532806272,0.493999988,0.366216102,0.296705961,0.000000000,0.000000066,-0.000003002
0.371750162,0.540417566,0.493999988,0.366216132,0.296705961,0.000000000,0.000000052,-0.000002231
0.377760020,0.548493695,0.532000005,0.366216153,0.296705961,0.000000000,0.000000040,-0.000001670
0.383792462,0.556568712,0.513000011,0.366216167,0.296705961,0.000000000,0.000000031,-0.000001306
0.389765820,0.564533126,0.513000011,0.366216177,0.296705961,0.000000000,0.000000025,-0.000001036
0.395604174,0.572286801,0.550999999,0.366216185,0.296705961,0.000000000,0.000000019,-0.000000841
0.401081101,0.579532484,0.550999999,0.366216191,0.296705961,0.000000000,0.000000015,-0.000000680
0.406611697,0.586821311,0.550999999,0.366216197,0.296705961,0.000000000,0.000000012,-0.000000527
0.412169226,0.594117081,0.550999999,0.366216201,0.296705961,0.000000000,0.000000009,-0.000000410
0.417746625,0.601409803,0.569999993,0.366216205,0.296705961,0.000000000,0.000000007,-0.000000312
0.423720979,0.609188782,0.588999987,0.366216208,0.296705961,0.000000000,0.000000006,-0.000000235
0.429586512,0.616792668,0.588999987,0.366216210,0.296705961,0.000000000,0.000000004,-0.000000191
0.435051111,0.623846652,0.588999987,0.366216211,0.296705961,0.000000000,0.000000003,-0.000000155
0.440530370,0.630890024,0.588999987,0.366216212,0.296705961,0.000000000,0.000000003,-0.000000121
0.446041381,0.637944040,0.588999987,0.366216213,0.296705961,0.000000000,0.000000002,-0.000000094
0.451560974,0.644978374,0.646000028,0.366216214,0.296705961,0.000000000,0.000000002,-0.000000073
0.457055182,0.651949540,0.607999980,0.366216215,0.296705961,0.000000000,0.000000001,-0.000000057
0.462555243,0.658897007,0.607999980,0.366216215,0.296705961,0.000000000,0.000000001,-0.000000045
0.468051089,0.665807709,0.627000034,0.366216216,0.296705961,0.000000000,0.000000001,-0.000000035
0.473642175,0.672805582,0.607999980,0.366216216,0.296705961,0.000000000,0.000000001,-0.000000027
0.479253795,0.679795759,0.684000015,0.366216216,0.296705961,0.000000000,0.000000000,-0.000000020
0.485273949,0.687257237,0.684000015,0.366216216,0.296705961,0.000000000,0.000000000,-0.000000015
0.491188335,0.694549324,0.646000028,0.366216216,0.296705961,0.000000000,0.000000000,-0.000000013
0.496555007,0.701132922,0.664999962,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000010
0.502048190,0.707838692,0.664999962,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000008
0.507550321,0.714521573,0.664999962,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000006
0.513060488,0.721179982,0.703000009,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000005
0.518530471,0.727755634,0.684000015,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000004
0.524038206,0.734341925,0.703000009,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000003
0.529544565,0.740891407,0.722000003,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000002
0.535053656,0.747408639,0.722000003,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000002
0.540556299,0.753882485,0.684000015,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000001
0.546038733,0.760296708,0.759999990,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000001
0.551547991,0.766705960,0.703000009,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000001
0.557044762,0.773064063,0.778999984,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000001
0.562548362,0.779393112,0.740999937,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000001
0.568046068,0.785678162,0.740999937,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.573560978,0.791945205,0.778999984,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.579066843,0.798164027,0.759999990,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.584637530,0.804417178,0.778999984,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.590228449,0.810653404,0.797999978,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.595592956,0.816599473,0.778999984,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.601166643,0.822738086,0.778999984,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.606684332,0.828775272,0.778999984,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.612159276,0.834726306,0.797999978,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.617802609,0.840819016,0.797999978,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.623800992,0.847248682,0.817000031,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.629881240,0.853716968,0.854999959,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.635875098,0.860044571,0.817000031,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.641866242,0.866320549,0.854999959,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.647791227,0.872478930,0.835999966,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.653973360,0.878853023,0.854999959,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.659690475,0.884700460,0.835999966,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.665099053,0.890190300,0.874000013,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.670610181,0.895741930,0.854999959,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.676253692,0.901382391,0.854999959,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.682260388,0.907336031,0.893000007,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
0.688125409,0.913099368,0.874000013,0.366216217,0.296705961,0.000000000,0.000000000,-0.000000000
