t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
3.295059636,0.129606285,0.189999998,0.363182433,13.229596138,9.197885513,9.197885513,-2.801409957
3.306119215,0.092244240,0.171000004,0.297587262,13.316862106,9.110618591,9.166903099,-4.583861649
3.317073729,0.055148107,0.113999993,0.252252705,13.421582222,8.970992088,9.097348724,-5.778709623
3.328071769,0.017851409,0.056999996,0.193790432,13.526301384,8.936085701,9.040095440,-7.344523398
3.339137714,-0.019692916,0.075999998,0.100326550,13.613568306,8.744099617,8.935007909,-9.837362948
3.350063057,-0.056741450,0.037999999,0.039111598,13.718287468,8.621926308,8.823854407,-11.437493804
3.361066257,-0.093999197,0.000000000,0.006705179,13.805554390,8.429940224,8.684002877,-12.222235932
3.371915097,-0.130645365,0.000000000,-0.028393874,13.910274506,8.325220108,8.556624068,-13.090724660
3.382360928,-0.165814465,-0.037999999,-0.018143839,13.997540474,8.133234024,8.406307710,-12.692780143
3.392880180,-0.201084526,-0.113999993,-0.051988660,14.084807396,8.080874443,8.290768990,-13.535843604
3.403304387,-0.235860537,-0.094999999,-0.148415659,14.154620171,7.819075108,8.123303298,-16.062270148
3.413888503,-0.270960245,-0.151999995,-0.147987330,14.241887093,7.644542217,7.953328535,-15.919656540
3.424369074,-0.305477577,-0.171000004,-0.132198899,14.329153061,7.487462521,7.787931914,-15.357594695
3.434831131,-0.339666434,-0.227999985,-0.197063586,14.398966789,7.347836018,7.631684469,-17.023522562
3.445582934,-0.374492211,-0.266000003,-0.306110227,14.486232758,7.051130295,7.425570058,-19.867711244
3.456558978,-0.409687123,-0.284999996,-0.304478426,14.556045532,6.789330959,7.199685804,-19.648927644
3.467658904,-0.444877889,-0.323000014,-0.261466689,14.625859261,6.614798069,6.992032847,-18.304694532
3.478598070,-0.479130466,-0.303999990,-0.333230962,14.713125229,6.440264702,6.796138353,-20.130102748
3.489519321,-0.512869767,-0.361000001,-0.388669706,14.782938957,6.108652592,6.552059973,-21.468870196
3.500477553,-0.546231800,-0.417999983,-0.387732452,14.852751732,5.916666031,6.326475775,-21.269443277
3.511615550,-0.579603638,-0.455999970,-0.469514585,14.905112267,5.637413502,6.081837685,-23.333198922
3.522530389,-0.611749446,-0.493999988,-0.512364852,14.974925041,5.323254108,5.812517415,-24.305889878
3.533410616,-0.643213533,-0.493999988,-0.554779072,15.027284622,5.078907967,5.552063722,-25.273397454
3.544155145,-0.673687990,-0.532000005,-0.619826844,15.079645157,4.747295380,5.266346454,-26.844722305
3.555070191,-0.704009347,-0.550999999,-0.607068219,15.132004738,4.433136463,4.970531535,-26.265717738
3.566236317,-0.734334182,-0.607999980,-0.581737360,15.184364319,4.171337128,4.686793183,-25.349805614
3.577147564,-0.763260013,-0.627000034,-0.636643266,15.236723900,3.909537554,4.410843766,-26.649371188
3.588143845,-0.791676292,-0.646000028,-0.668322228,15.271631241,3.543018341,4.102739314,-27.284587783
3.599128939,-0.819299615,-0.684000015,-0.705701653,15.306537628,3.281219006,3.811074588,-28.089430861
3.610081025,-0.846053204,-0.722000003,-0.780482719,15.341444016,2.897246599,3.486637824,-29.898981889
3.621121942,-0.872202598,-0.740999937,-0.790838823,15.376350403,2.548180819,3.153457010,-29.927730415
3.632120361,-0.897406354,-0.740999937,-0.794777801,15.411257744,2.234021425,2.827029379,-29.784967771
3.643102810,-0.921707655,-0.797999978,-0.850613341,15.428710938,1.902408838,2.498760931,-31.069866086
3.654087159,-0.945124255,-0.797999978,-0.816475999,15.463617325,1.500983119,2.144519424,-29.857187739
