t,tau_cmd,tau_meas,q,dq
3.295059636,0.129606285,0.189999998,13.229596138,9.197885513
3.306119215,0.092244240,0.171000004,13.316862106,9.110618591
3.317073729,0.055148107,0.113999993,13.421582222,8.970992088
3.328071769,0.017851409,0.056999996,13.526301384,8.936085701
3.339137714,-0.019692916,0.075999998,13.613568306,8.744099617
3.350063057,-0.056741450,0.037999999,13.718287468,8.621926308
3.361066257,-0.093999197,0.000000000,13.805554390,8.429940224
3.371915097,-0.130645365,0.000000000,13.910274506,8.325220108
3.382360928,-0.165814465,-0.037999999,13.997540474,8.133234024
3.392880180,-0.201084526,-0.113999993,14.084807396,8.080874443
3.403304387,-0.235860537,-0.094999999,14.154620171,7.819075108
3.413888503,-0.270960245,-0.151999995,14.241887093,7.644542217
3.424369074,-0.305477577,-0.171000004,14.329153061,7.487462521
3.434831131,-0.339666434,-0.227999985,14.398966789,7.347836018
3.445582934,-0.374492211,-0.266000003,14.486232758,7.051130295
3.456558978,-0.409687123,-0.284999996,14.556045532,6.789330959
3.467658904,-0.444877889,-0.323000014,14.625859261,6.614798069
3.478598070,-0.479130466,-0.303999990,14.713125229,6.440264702
3.489519321,-0.512869767,-0.361000001,14.782938957,6.108652592
3.500477553,-0.546231800,-0.417999983,14.852751732,5.916666031
3.511615550,-0.579603638,-0.455999970,14.905112267,5.637413502
3.522530389,-0.611749446,-0.493999988,14.974925041,5.323254108
3.533410616,-0.643213533,-0.493999988,15.027284622,5.078907967
3.544155145,-0.673687990,-0.532000005,15.079645157,4.747295380
3.555070191,-0.704009347,-0.550999999,15.132004738,4.433136463
3.566236317,-0.734334182,-0.607999980,15.184364319,4.171337128
3.577147564,-0.763260013,-0.627000034,15.236723900,3.909537554
3.588143845,-0.791676292,-0.646000028,15.271631241,3.543018341
3.599128939,-0.819299615,-0.684000015,15.306537628,3.281219006
3.610081025,-0.846053204,-0.722000003,15.341444016,2.897246599
3.621121942,-0.872202598,-0.740999937,15.376350403,2.548180819
3.632120361,-0.897406354,-0.740999937,15.411257744,2.234021425
3.643102810,-0.921707655,-0.797999978,15.428710938,1.902408838
3.654087159,-0.945124255,-0.797999978,15.463617325,1.500983119
3.665117408,-0.967721390,-0.817000031,15.481070518,1.291543603
3.676094693,-0.989275645,-0.835999966,15.481070518,0.820304751
3.687268837,-1.010237609,-0.874000013,15.498523712,0.523598790
3.698153441,-1.029687109,-0.930999994,15.498523712,0.244346097
3.709102298,-1.048267563,-0.911999941,15.498523712,-0.157079637
3.720119342,-1.065949770,-0.968999982,15.498523712,-0.226892799
3.731129837,-1.082588162,-0.987999976,15.498523712,-0.506145477
3.741985223,-1.097965176,-0.968999982,15.498523712,-0.767944872
3.753087423,-1.112621901,-1.026000023,15.481070518,-1.064650893
3.764150432,-1.126136438,-1.026000023,15.481070518,-1.239183784
3.774902242,-1.138215219,-1.044999957,15.463617325,-1.588249564
3.785411315,-1.149004919,-1.064000010,15.446164131,-1.745329261
3.796014300,-1.158862987,-1.064000010,15.428710938,-1.902408838
3.807090098,-1.168048370,-1.101999998,15.411257744,-2.251474619
3.818176324,-1.176095371,-1.101999998,15.376350403,-2.443460941
3.829178621,-1.182939087,-1.101999998,15.358897209,-2.740166903
3.840211882,-1.188652555,-1.101999998,15.323990822,-2.897246599
3.850884782,-1.193078836,-1.120999932,15.289084435,-3.176499128
3.861379878,-1.196372002,-1.139999986,15.254178047,-3.385938644
3.872038503,-1.198638325,-1.139999986,15.219270706,-3.525565147
3.883086749,-1.199838526,-1.101999998,15.184364319,-3.822271109
3.894136723,-1.199867904,-1.177999973,15.132004738,-4.153883457
3.905163840,-1.198729722,-1.159000039,15.097098351,-4.398229599
3.916081765,-1.196454869,-1.177999973,15.044737816,-4.555309296
3.927074465,-1.193012645,-1.139999986,14.992378235,-4.852015495
3.938157682,-1.188375416,-1.139999986,14.940018654,-5.078907967
3.949143307,-1.182627468,-1.120999932,14.887658119,-5.253440857
3.960154973,-1.175720940,-1.139999986,14.817845345,-5.410520554
3.971180537,-1.167663921,-1.120999932,14.765485764,-5.707226753
3.982136181,-1.158534080,-1.101999998,14.695672035,-5.899212837
3.993118802,-1.148266092,-1.101999998,14.625859261,-6.195919037
4.004164318,-1.136822649,-1.120999932,14.573499680,-6.335545063
4.015127537,-1.124368098,-1.120999932,14.503685951,-6.544984818
4.026212463,-1.110677001,-1.064000010,14.433873177,-6.649704456
4.037100669,-1.096166718,-1.101999998,14.346606255,-6.859143734
