t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
0.526077520,1.453879630,1.424999952,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.536634933,1.463160269,1.406000018,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.547088058,1.471334408,1.444000006,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.557648278,1.478561167,1.424999952,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.568276748,1.484783052,1.462999940,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.579133383,1.490044721,1.444000006,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.589622536,1.494074729,1.481999874,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.600036916,1.497048825,1.481999874,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.610619513,1.499020418,1.462999940,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.621229408,1.499932647,1.444000006,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.631555517,1.499796415,1.462999940,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.642197178,1.498599163,1.481999874,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.652577578,1.496398534,1.462999940,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.663072252,1.493138379,1.444000006,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.673564128,1.488840803,1.481999874,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.684069868,1.483500333,1.481999874,0.000000000,0.610865235,0.000000000,0.000000000,0.000000000
0.694586944,1.477118249,1.444000006,0.022686165,0.610865235,0.000000000,0.000000000,0.578030286
0.705070728,1.469729305,1.444000006,0.536394220,0.610865235,0.034906585,0.012100706,2.103120105
0.715582160,1.461296540,1.386999965,0.644445257,0.610865235,0.104719758,0.044208000,4.838551923
0.726065847,1.451870257,1.386999965,0.794026205,0.610865235,0.244346097,0.113587814,8.611657206
0.736604927,1.441378295,1.348999977,0.927494014,0.610865235,0.436332315,0.225470329,11.950850058
0.747118820,1.429903822,1.386999965,1.029963913,0.628318548,0.628318548,0.365121575,14.484972822
0.757568052,1.417510729,1.368000031,1.107317789,0.645771801,0.837758064,0.528965602,16.365857844
0.768100296,1.404029950,1.368000031,1.162044456,0.663225114,1.047197580,0.708615748,17.661527858
0.778825661,1.389291105,1.348999977,1.201954232,0.680678427,1.274090409,0.904643029,18.570671456
0.789780614,1.373194780,1.329999924,1.231013281,0.698131680,1.500983119,1.111370110,19.197464325
0.800727012,1.356071350,1.329999924,1.252840288,0.715584993,1.727875948,1.325087844,19.636146995
0.811170362,1.338778000,1.329999924,1.262505083,0.733038306,1.919862151,1.531272131,19.769083857
0.821643284,1.320509534,1.310999990,1.255235406,0.767944872,2.129301786,1.738584917,19.469920008
0.832195842,1.301176915,1.254000068,1.242337370,0.785398185,2.321287870,1.940584553,19.030268893
0.842689487,1.281044671,1.273000002,1.241538636,0.820304751,2.513274193,2.139112976,18.900808694
0.853083058,1.260226093,1.254000068,1.238437167,0.855211318,2.705260277,2.335373434,18.713922598
0.863587125,1.238312611,1.254000068,1.212504282,0.890117943,2.897246599,2.530152221,17.946119617
0.874059816,1.215605454,1.215999961,1.181660473,0.925024509,3.054326296,2.711862253,17.060371558
0.884750801,1.191556489,1.177999973,1.151828575,0.959931076,3.228859186,2.891084259,16.201773819
0.895730068,1.165963898,1.120999932,1.129610424,0.994837701,3.385938644,3.062630335,15.541388497
0.906108593,1.140955092,1.120999932,1.102676413,1.047197580,3.525565147,3.223111182,14.766927159
0.916574189,1.114950489,1.120999932,1.072561601,1.082104087,3.647738218,3.370312266,13.918719245
0.927072144,1.088090593,1.101999998,1.053299131,1.117010713,3.787364483,3.514887466,13.348465855
0.937659815,1.060234063,1.064000010,1.020471546,1.169370651,3.909537554,3.651696750,12.436849269
0.948172507,1.031832030,0.987999976,1.004564164,1.204277158,4.014257431,3.777381930,11.962463302
0.958571422,1.003028703,1.026000023,0.979663408,1.256637096,4.136430264,3.901849520,11.259600577
0.969159991,0.972996250,0.968999982,0.952819734,1.291543603,4.223696709,4.013420973,10.514320998
0.979567502,0.942805752,0.968999982,0.938307951,1.343903542,4.328416348,4.122617177,10.084556224
0.990069984,0.911685951,0.949999988,0.901717762,1.396263361,4.415682793,4.224211218,9.096424590
1.000711205,0.879507351,0.911999941,0.871446359,1.448623300,4.485496044,4.314788139,8.275346808
1.011075331,0.847561799,0.874000013,0.842423536,1.483529806,4.555309296,4.398167133,7.490038033
1.021557058,0.814668992,0.835999966,0.819565923,1.535889745,4.607669353,4.470793112,6.867724934
1.032084100,0.781065014,0.778999984,0.795601713,1.588249564,4.677482605,4.542444031,6.217752280
