t,tau_cmd,tau_meas,q,dq
0.526077520,1.453879630,1.424999952,0.610865235,0.000000000
0.536634933,1.463160269,1.406000018,0.610865235,0.000000000
0.547088058,1.471334408,1.444000006,0.610865235,0.000000000
0.557648278,1.478561167,1.424999952,0.610865235,0.000000000
0.568276748,1.484783052,1.462999940,0.610865235,0.000000000
0.579133383,1.490044721,1.444000006,0.610865235,0.000000000
0.589622536,1.494074729,1.481999874,0.610865235,0.000000000
0.600036916,1.497048825,1.481999874,0.610865235,0.000000000
0.610619513,1.499020418,1.462999940,0.610865235,0.000000000
0.621229408,1.499932647,1.444000006,0.610865235,0.000000000
0.631555517,1.499796415,1.462999940,0.610865235,0.000000000
0.642197178,1.498599163,1.481999874,0.610865235,0.000000000
0.652577578,1.496398534,1.462999940,0.610865235,0.000000000
0.663072252,1.493138379,1.444000006,0.610865235,0.000000000
0.673564128,1.488840803,1.481999874,0.610865235,0.000000000
0.684069868,1.483500333,1.481999874,0.610865235,0.000000000
0.694586944,1.477118249,1.444000006,0.610865235,0.000000000
0.705070728,1.469729305,1.444000006,0.610865235,0.034906585
0.715582160,1.461296540,1.386999965,0.610865235,0.104719758
0.726065847,1.451870257,1.386999965,0.610865235,0.244346097
0.736604927,1.441378295,1.348999977,0.610865235,0.436332315
0.747118820,1.429903822,1.386999965,0.628318548,0.628318548
0.757568052,1.417510729,1.368000031,0.645771801,0.837758064
0.768100296,1.404029950,1.368000031,0.663225114,1.047197580
0.778825661,1.389291105,1.348999977,0.680678427,1.274090409
0.789780614,1.373194780,1.329999924,0.698131680,1.500983119
0.800727012,1.356071350,1.329999924,0.715584993,1.727875948
0.811170362,1.338778000,1.329999924,0.733038306,1.919862151
0.821643284,1.320509534,1.310999990,0.767944872,2.129301786
0.832195842,1.301176915,1.254000068,0.785398185,2.321287870
0.842689487,1.281044671,1.273000002,0.820304751,2.513274193
0.853083058,1.260226093,1.254000068,0.855211318,2.705260277
0.863587125,1.238312611,1.254000068,0.890117943,2.897246599
0.874059816,1.215605454,1.215999961,0.925024509,3.054326296
0.884750801,1.191556489,1.177999973,0.959931076,3.228859186
0.895730068,1.165963898,1.120999932,0.994837701,3.385938644
0.906108593,1.140955092,1.120999932,1.047197580,3.525565147
0.916574189,1.114950489,1.120999932,1.082104087,3.647738218
0.927072144,1.088090593,1.101999998,1.117010713,3.787364483
0.937659815,1.060234063,1.064000010,1.169370651,3.909537554
0.948172507,1.031832030,0.987999976,1.204277158,4.014257431
0.958571422,1.003028703,1.026000023,1.256637096,4.136430264
0.969159991,0.972996250,0.968999982,1.291543603,4.223696709
0.979567502,0.942805752,0.968999982,1.343903542,4.328416348
0.990069984,0.911685951,0.949999988,1.396263361,4.415682793
1.000711205,0.879507351,0.911999941,1.448623300,4.485496044
1.011075331,0.847561799,0.874000013,1.483529806,4.555309296
1.021557058,0.814668992,0.835999966,1.535889745,4.607669353
1.032084100,0.781065014,0.778999984,1.588249564,4.677482605
1.042542731,0.747137975,0.797999978,1.640609503,4.712388992
1.053124105,0.712287554,0.797999978,1.692969322,4.747295380
1.063563034,0.677412576,0.722000003,1.745329261,4.764749050
1.074160542,0.641531004,0.684000015,1.797689080,4.782202244
1.084742952,0.605246440,0.664999962,1.850049019,4.782202244
1.095792924,0.566902224,0.627000034,1.902408838,4.782202244
1.106801504,0.528266856,0.607999980,1.954768777,4.747295380
1.117684305,0.489675349,0.569999993,2.007128716,4.729842186
1.128167392,0.452154562,0.474999994,2.059488535,4.694935799
1.138557847,0.414655544,0.513000011,2.111848354,4.642575741
1.149050539,0.376500696,0.398999989,2.146754980,4.590216160
