t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
0.530254834,0.841204413,0.778999984,0.302076895,-1.117010713,0.279252678,0.279252678,4.035210412
0.540760603,0.851746551,0.797999978,0.350356375,-1.117010713,0.401425719,0.321645667,5.353498385
0.551264337,0.861952739,0.778999984,0.441802582,-1.099557400,0.523598790,0.391721654,7.852663809
0.561701527,0.871759602,0.797999978,0.512023708,-1.099557400,0.663225114,0.485931006,9.763085584
0.572172496,0.881259155,0.817000031,0.557357365,-1.082104087,0.802851439,0.595899655,10.985868701
0.582657092,0.890427106,0.817000031,0.586642307,-1.064650893,0.942477822,0.716159281,11.765199551
0.593184789,0.899282824,0.835999966,0.609416604,-1.047197580,1.082104087,0.843138963,12.364084040
0.604026329,0.908032394,0.817000031,0.644780639,-1.029744267,1.239183784,0.980563090,13.306866765
0.614812316,0.916360844,0.835999966,0.679779652,-1.012290955,1.413716674,1.130863637,14.236848235
0.625725797,0.924402215,0.854999959,0.715945545,-0.994837701,1.588249564,1.289572597,15.197106026
0.636105240,0.931687208,0.835999966,0.741488274,-0.977384388,1.762782574,1.453772366,15.864112116
0.646651651,0.938724103,0.874000013,0.748521638,-0.959931076,1.937315464,1.621557638,16.021453156
0.657196477,0.945389057,0.874000013,0.755396311,-0.925024509,2.111848354,1.791684276,16.173928305
0.667783118,0.951704724,0.874000013,0.763120442,-0.907571197,2.286381245,1.963339845,16.349430012
0.678257740,0.957580595,0.874000013,0.778251187,-0.872664630,2.460914135,2.135993819,16.728354197
0.688823514,0.963129421,0.911999941,0.797404099,-0.837758064,2.652900457,2.315355952,17.216422886
0.699349455,0.968277477,0.893000007,0.803507390,-0.802851439,2.844886780,2.499098568,17.344765534
0.710179489,0.973176403,0.893000007,0.824518209,-0.767944872,3.036872864,2.685701597,17.882360316
0.720685898,0.977541408,0.893000007,0.849901767,-0.733038306,3.246312380,2.880228689,18.538477058
0.731118426,0.981496375,0.930999994,0.859404743,-0.698131680,3.438298702,3.073874157,18.758163639
0.741623070,0.985095194,0.930999994,0.860568619,-0.645771801,3.647738218,3.273000022,18.747398648
0.752231641,0.988337649,0.930999994,0.854905051,-0.610865235,3.839724302,3.469648445,18.549452508
0.762738610,0.991159521,0.930999994,0.864376381,-0.558505356,4.031710625,3.664679160,18.767971516
0.773280619,0.993600092,0.911999941,0.884467184,-0.506145477,4.241149902,3.864709521,19.277387772
0.783665720,0.995620731,0.968999982,0.893653225,-0.453785598,4.450589657,4.068004860,19.486288154
0.794257414,0.997288596,0.949999988,0.900816221,-0.401425719,4.660028934,4.273432093,19.639109243
0.804661455,0.998539913,0.911999941,0.919185761,-0.349065840,4.869468689,4.480251636,20.099743161
0.815180725,0.999414660,0.968999982,0.929075026,-0.279252678,5.096361637,4.694036477,20.325725208
0.825623177,0.999894393,0.930999994,0.927729553,-0.226892799,5.305800915,4.906313445,20.243144011
0.836105152,0.999986351,0.968999982,0.923149114,-0.157079637,5.515240669,5.117605925,20.071832368
