t,tau_cmd,tau_meas,q,dq
3.295834093,0.169324902,0.246999994,5.637413502,10.925761223
3.306910996,0.119420681,0.227999985,5.759586334,10.873401642
3.317952835,0.069557806,0.151999995,5.881759644,10.786134720
3.328967523,0.019749959,0.133000001,5.986479282,10.698868752
3.339821945,-0.029352141,0.075999998,6.108652592,10.611601830
3.350788636,-0.078933875,0.000000000,6.230825424,10.489428520
3.361869055,-0.128952550,-0.018999999,6.335545063,10.367256165
3.372843019,-0.178366084,-0.037999999,6.440264702,10.227629662
3.383692628,-0.227051050,-0.094999999,6.544984818,10.088003159
3.394065391,-0.273397140,-0.151999995,6.649704456,9.948376656
3.404667806,-0.320526013,-0.151999995,6.754424095,9.773843765
3.415301161,-0.367503093,-0.227999985,6.841690540,9.616764069
3.426324939,-0.415853794,-0.284999996,6.946410656,9.424777985
3.437237553,-0.463319198,-0.266000003,7.051130295,9.232791901
3.448309332,-0.511025934,-0.303999990,7.138396740,9.023352623
3.459325148,-0.557994645,-0.455999970,7.225663185,8.796459198
3.470275258,-0.604146855,-0.361000001,7.330382824,8.569566727
3.481392729,-0.650411814,-0.493999988,7.417649269,8.325220108
3.492214637,-0.694829969,-0.532000005,7.487462521,8.063421249
3.503412506,-0.740105967,-0.607999980,7.574728966,7.784168243
3.514265645,-0.783280629,-0.627000034,7.661995411,7.504915714
3.525349887,-0.826613090,-0.664999962,7.731808662,7.208209991
3.536346136,-0.868799478,-0.684000015,7.801621914,6.894050598
3.547341783,-0.910143859,-0.778999984,7.871434689,6.579891205
3.558365399,-0.950710381,-0.778999984,7.923794746,6.248278618
3.569206559,-0.989704962,-0.835999966,7.993607998,5.916666031
3.579639757,-1.026354558,-0.874000013,8.045968056,5.585053444
3.590178782,-1.062469090,-0.911999941,8.080874443,5.253440857
3.600652744,-1.097426107,-0.911999941,8.133234024,4.904375076
3.611317939,-1.132032273,-0.968999982,8.168141365,4.537856102
3.622334957,-1.166698864,-0.968999982,8.220500946,4.153883457
3.633429897,-1.200466557,-1.026000023,8.255407333,3.769911289
3.644339175,-1.232517575,-1.082999945,8.272860527,3.368485451
3.655221263,-1.263320554,-1.101999998,8.307766914,2.967059612
3.666213357,-1.293220742,-1.101999998,8.325220108,2.565634012
3.677203118,-1.321865925,-1.139999986,8.342674255,2.146754980
3.687645525,-1.347902396,-1.177999973,8.342674255,1.745329261
3.698217380,-1.373064663,-1.197000027,8.360127449,1.326450229
3.708633104,-1.396655744,-1.234999895,8.360127449,0.890117943
3.719070474,-1.419080844,-1.292000055,8.360127449,0.488692194
3.729704051,-1.440656534,-1.329999924,8.342674255,0.104719758
3.740150190,-1.460584062,-1.368000031,8.342674255,-0.226892799
3.750782634,-1.479558543,-1.329999924,8.325220108,-0.575958669
3.761865536,-1.497913431,-1.348999977,8.307766914,-0.942477822
3.772865478,-1.514676676,-1.406000018,8.290313721,-1.291543603
3.783746928,-1.529817944,-1.462999940,8.272860527,-1.640609503
3.795026025,-1.543984035,-1.424999952,8.237954140,-1.972222090
3.805833419,-1.556084839,-1.501000047,8.203047752,-2.321287870
3.816910244,-1.566979580,-1.406000018,8.168141365,-2.670353651
3.827910636,-1.576278146,-1.501000047,8.133234024,-3.001966238
3.838923494,-1.584059903,-1.462999940,8.080874443,-3.351032257
3.849944468,-1.590309942,-1.519999981,8.028514862,-3.700098038
3.860848947,-1.594974243,-1.501000047,7.976154804,-4.049163818
3.871735887,-1.598118649,-1.557999969,7.923794746,-4.398229599
3.882734457,-1.599757763,-1.519999981,7.871434689,-4.729842186
3.893858747,-1.599842037,-1.481999874,7.801621914,-5.078907967
3.904691992,-1.598403065,-1.519999981,7.731808662,-5.427973747
3.915840391,-1.595356660,-1.539000034,7.661995411,-5.759586334
3.926789946,-1.590821711,-1.539000034,7.592182159,-6.108652592
3.937843833,-1.584697078,-1.501000047,7.522368908,-6.457718372
3.948891752,-1.577029165,-1.519999981,7.435102463,-6.789330959
3.959901416,-1.567857090,-1.557999969,7.347836018,-7.120943546
3.970956802,-1.557118299,-1.501000047,7.260569572,-7.452556133
3.981835873,-1.545065600,-1.501000047,7.173303127,-7.766715050
3.992944183,-1.531250718,-1.557999969,7.068583488,-8.080874443
4.003925391,-1.516109277,-1.501000047,6.981317043,-8.377580643
4.014935511,-1.499460770,-1.444000006,6.876597404,-8.691740036
4.025949303,-1.481352974,-1.406000018,6.771877289,-8.988445282
4.037005024,-1.461731631,-1.462999940,6.667157650,-9.285151482
4.047991008,-1.440819291,-1.462999940,6.544984818,-9.564404488
4.058909601,-1.418657883,-1.368000031,6.440264702,-9.826203346
4.069820065,-1.395162526,-1.386999965,6.318091869,-10.088003159
4.080931793,-1.369869357,-1.368000031,6.213372231,-10.349802017
4.092027913,-1.343262506,-1.310999990,6.091198921,-10.576695442
4.102883058,-1.315953978,-1.273000002,5.969026089,-10.803587914
4.113936915,-1.286871923,-1.273000002,5.829399586,-11.013027191
