t,tau_cmd,tau_meas,tau_pred,q,dq_raw,dq_filt,ddq
0.000153401,0.000231323,1.444000006,-0.325070105,0.209439516,0.488692194,0.488692194,-19.563316889
0.005624568,0.008481578,0.018999999,-0.242414129,0.261799395,0.000000000,0.381658020,-17.351817454
0.011154329,0.016819781,0.000000000,-0.102875782,0.261799395,0.000000000,0.298066649,-13.680339346
0.016461040,0.024820893,0.000000000,0.006266844,0.261799395,0.000000000,0.232783598,-10.808684996
0.021967414,0.033121873,-0.056999996,0.104415820,0.261799395,0.000000000,0.181798948,-8.231210676
0.027498795,0.041458954,0.018999999,0.172801135,0.261799395,0.000000000,0.141981042,-6.432615913
0.032979711,0.049717997,0.056999996,0.225837256,0.261799395,0.000000000,0.110884119,-5.037580724
0.038503663,0.058039503,0.037999999,0.267898071,0.261799395,0.000000000,0.086598095,-3.931474024
0.043967191,0.066267235,0.037999999,0.299815529,0.261799395,0.000000000,0.067631237,-3.091772358
0.049428830,0.074489000,0.037999999,0.326113618,0.261799395,0.000000000,0.052818532,-2.400427797
0.054981091,0.082843585,0.056999996,0.346759938,0.261799395,0.000000000,0.041250129,-1.857700160
0.060515013,0.091166562,0.056999996,0.361822212,0.261799395,0.000000000,0.032215458,-1.461380194
0.065974221,0.099372853,0.037999999,0.373749901,0.261799395,0.000000000,0.025159575,-1.147600610
0.071475909,0.107638266,0.094999999,0.383885074,0.261799395,0.000000000,0.019649083,-0.881285788
0.077161292,0.116174243,0.056999996,0.391100529,0.261799395,0.000000000,0.015345508,-0.691447630
0.082496407,0.124178945,0.094999999,0.396246958,0.261799395,0.000000000,0.011984510,-0.555859489
0.087966376,0.132380182,0.094999999,0.401199304,0.261799395,0.000000000,0.009359643,-0.425773353
0.093489640,0.140654977,0.113999993,0.404786573,0.261799395,0.000000000,0.007309678,-0.331449716
0.098971586,0.148861172,0.133000001,0.407528893,0.261799395,0.000000000,0.005708700,-0.259321551
0.104495538,0.157123101,0.113999993,0.409700411,0.261799395,0.000000000,0.004458371,-0.202217647
0.109972318,0.165307003,0.094999999,0.411359325,0.261799395,0.000000000,0.003481891,-0.158579992
0.115466514,0.173509063,0.151999995,0.412694381,0.261799395,0.000000000,0.002719282,-0.123476234
0.120975648,0.181725118,0.113999993,0.413731274,0.261799395,0.000000000,0.002123700,-0.096210221
0.126493732,0.189945789,0.151999995,0.414577342,0.261799395,0.000000000,0.001658564,-0.073975424
0.132238448,0.198494380,0.151999995,0.415268318,0.261799395,0.000000000,0.001295302,-0.055827034
0.138118816,0.207234115,0.151999995,0.415708902,0.261799395,0.000000000,0.001011603,-0.044221968
0.143592625,0.215359440,0.171000004,0.416012985,0.261799395,0.000000000,0.000790040,-0.036195932
0.149006453,0.223385707,0.171000004,0.416315155,0.261799395,0.000000000,0.000617004,-0.028250426
0.154530502,0.231564723,0.171000004,0.416559672,0.261799395,0.000000000,0.000481867,-0.021824033
0.160028131,0.239693542,0.208999991,0.416738610,0.261799395,0.000000000,0.000376328,-0.017116936
0.165507098,0.247783387,0.208999991,0.416880903,0.261799395,0.000000000,0.000293904,-0.013374792
0.171009506,0.255896021,0.227999985,0.416993947,0.261799395,0.000000000,0.000229532,-0.010402539
0.176533162,0.264027677,0.227999985,0.417081538,0.261799395,0.000000000,0.000179260,-0.008099298
0.182066486,0.272160811,0.246999994,0.417146224,0.261799395,0.000000000,0.000139998,-0.006396965
0.187426850,0.280027176,0.266000003,0.417198254,0.261799395,0.000000000,0.000109335,-0.005028299
