t,tau_cmd,tau_meas,q,dq
0.527001559,1.454732890,1.406000018,23.649211884,0.000000000
0.537476462,1.463855783,1.444000006,23.649211884,0.000000000
0.547958064,1.471969034,1.444000006,23.649211884,0.000000000
0.558473375,1.479082009,1.444000006,23.649211884,0.000000000
0.569015547,1.485176210,1.481999874,23.649211884,0.000000000
0.579449200,1.490181195,1.444000006,23.649211884,0.000000000
0.590095614,1.494232037,1.501000047,23.649211884,0.000000000
0.600568817,1.497173210,1.444000006,23.649211884,0.000000000
0.610947679,1.499064612,1.481999874,23.649211884,0.000000000
0.621498290,1.499941910,1.481999874,23.649211884,0.000000000
0.632032382,1.499765720,1.481999874,23.649211884,0.000000000
0.643150458,1.498439582,1.481999874,23.649211884,0.000000000
0.654204758,1.495961192,1.444000006,23.649211884,0.000000000
0.665002670,1.492425515,1.481999874,23.649211884,0.000000000
0.675449366,1.487958780,1.481999874,23.649211884,0.000000000
0.685979592,1.482418344,1.462999940,23.649211884,0.000000000
0.696456606,1.475875508,1.444000006,23.649211884,0.000000000
0.706977339,1.468275719,1.462999940,23.649211884,0.000000000
0.717486367,1.459659607,1.481999874,23.649211884,0.000000000
0.728073209,1.449950181,1.444000006,23.649211884,0.000000000
0.738547060,1.439334274,1.462999940,23.649211884,0.000000000
0.749294691,1.427404194,1.424999952,23.649211884,0.000000000
0.759972869,1.414519842,1.406000018,23.649211884,0.000000000
0.770455221,1.400880843,1.406000018,23.649211884,0.000000000
0.781124437,1.386000377,1.386999965,23.649211884,0.000000000
0.791455963,1.370641079,1.368000031,23.649211884,0.000000000
0.801948762,1.354096257,1.368000031,23.649211884,0.000000000
0.812541981,1.336437928,1.386999965,23.649211884,0.000000000
0.822954902,1.318156883,1.348999977,23.649211884,0.000000000
0.833454814,1.298809059,1.348999977,23.649211884,0.000000000
0.843988524,1.278490179,1.292000055,23.649211884,0.000000000
0.854472894,1.257376721,1.273000002,23.649211884,0.000000000
0.864975586,1.235351105,1.254000068,23.649211884,0.000000000
0.876043370,1.211209320,1.234999895,23.649211884,0.000000000
0.886519745,1.187493902,1.254000068,23.649211884,0.000000000
0.896956685,1.163049168,1.197000027,23.649211884,0.000000000
0.907448135,1.137670314,1.177999973,23.649211884,0.000000000
0.918007085,1.111329629,1.139999986,23.649211884,0.000000000
0.928487702,1.084410400,1.101999998,23.649211884,0.000000000
0.938984554,1.056695378,1.101999998,23.649211884,0.000000000
0.949542893,1.028076178,1.082999945,23.649211884,0.000000000
0.961319697,0.995301151,1.044999957,23.649211884,0.000000000
0.972044560,0.964694393,1.026000023,23.649211884,0.000000000
