t,tau_cmd,tau_meas,q,dq
0.531385142,1.010825454,0.968999982,38.205257416,0.000000000
0.542264283,1.023873849,0.968999982,38.205257416,0.000000000
0.552807877,1.036109009,0.987999976,38.205257416,0.000000000
0.563510316,1.048109946,1.006999969,38.205257416,0.000000000
0.574404967,1.059888287,1.026000023,38.205257416,0.017453292
0.585238830,1.071157687,1.026000023,38.205257416,0.034906585
0.595770409,1.081684522,0.949999988,38.205257416,0.104719758
0.606293266,1.091776908,1.006999969,38.205257416,0.226892799
0.616816033,1.101439687,1.006999969,38.222709656,0.383972436
0.627275197,1.110614670,1.064000010,38.222709656,0.558505356
0.637701857,1.119331489,1.044999957,38.240165710,0.750491560
0.648209433,1.127678549,1.064000010,38.257617950,0.942477822
0.658789994,1.135636598,1.026000023,38.275070190,1.151917338
0.669326180,1.143112418,1.082999945,38.292522430,1.378810167
0.679826377,1.150114151,1.082999945,38.309978485,1.605702877
0.690324043,1.156663829,1.082999945,38.327430725,1.832595706
0.700820753,1.162760095,1.064000010,38.362335205,2.076941729
0.711279634,1.168381670,1.082999945,38.397243500,2.321287870
0.721795423,1.173576024,1.101999998,38.414695740,2.565634012
0.732295511,1.178302568,1.120999932,38.449604034,2.809980154
0.742848868,1.182588007,1.101999998,38.484508514,3.071779490
0.753222210,1.186344308,1.159000039,38.536869049,3.333578825
0.763830288,1.189716525,1.101999998,38.571777344,3.577924967
0.774360720,1.192593603,1.120999932,38.624137878,3.839724302
0.784817720,1.194985659,1.082999945,38.659042358,4.101523876
0.795261327,1.196911279,1.139999986,38.711402893,4.363323212
0.805827704,1.198387501,1.101999998,38.781215668,4.625122547
0.816328126,1.199383575,1.139999986,38.833576202,4.886921883
0.826833300,1.199909930,1.139999986,38.885936737,5.148721218
0.837600398,1.199961184,1.159000039,38.955749512,5.427973747
0.848334345,1.199520304,1.159000039,39.025562286,5.707226753
0.858832811,1.198614098,1.120999932,39.095375061,5.969026089
0.869328430,1.197238954,1.120999932,39.165187836,6.248278618
0.879725030,1.195414811,1.159000039,39.235000610,6.510077953
0.890210418,1.193110113,1.139999986,39.304813385,6.771877289
0.900837867,1.190298624,1.120999932,39.392082214,7.051130295
0.911418313,1.187025091,1.101999998,39.479347229,7.312929630
0.922459937,1.183105454,1.139999986,39.566612244,7.609635353
0.933382427,1.178723888,1.159000039,39.653881073,7.888888359
0.943763540,1.174096373,1.159000039,39.741146088,8.150687218
0.954355139,1.168911728,1.177999973,39.845867157,8.412487030
0.964858101,1.163310398,1.120999932,39.933132172,8.674286842
0.975262663,1.157311985,1.082999945,40.037853241,8.936085701
