t,tau_cmd,tau_meas,q,dq
3.270286731,0.212780979,0.303999990,7.365289211,9.093165398
3.281331575,0.175802783,0.227999985,7.470009327,9.005898476
3.292170949,0.139345604,0.246999994,7.557275772,8.883726120
3.303283610,0.101833686,0.171000004,7.661995411,8.761552811
3.314250969,0.064713529,0.171000004,7.749261856,8.639379501
3.325322111,0.027179113,0.094999999,7.836528301,8.499752998
3.336270654,-0.009965980,0.094999999,7.923794746,8.342674255
3.347289274,-0.047339104,0.037999999,8.011061668,8.185594559
3.358331893,-0.084747508,0.037999999,8.098327637,8.028514862
3.369316619,-0.121877896,0.000000000,8.185594559,7.853981495
3.380268531,-0.158780370,-0.018999999,8.272860527,7.679448605
3.391297646,-0.195789043,-0.094999999,8.342674255,7.487462521
3.402418103,-0.232911366,-0.094999999,8.412487030,7.295476437
3.413326487,-0.269102276,-0.151999995,8.499752998,7.086036682
3.424210765,-0.304958112,-0.189999998,8.569566727,6.859143734
3.435321109,-0.341260576,-0.208999991,8.639379501,6.649704456
3.446337438,-0.376923475,-0.266000003,8.709193230,6.405358315
3.457315258,-0.412098006,-0.266000003,8.761552811,6.178465366
3.468306139,-0.446916672,-0.323000014,8.831365585,5.916666031
3.479315930,-0.481362550,-0.342000008,8.883726120,5.672319889
3.490315648,-0.515311139,-0.379999995,8.936085701,5.393067360
3.501214269,-0.548456255,-0.417999983,8.988445282,5.113814831
3.512292954,-0.581615076,-0.455999970,9.040805817,4.834561825
3.523305028,-0.614009088,-0.474999994,9.093165398,4.537856102
3.534301007,-0.645761875,-0.513000011,9.128071785,4.241149902
3.545061289,-0.676230027,-0.532000005,9.162978172,3.944444180
3.555629289,-0.705544681,-0.569999993,9.197885513,3.630284786
3.566854490,-0.735991902,-0.607999980,9.232791901,3.316125631
3.577794200,-0.764951719,-0.627000034,9.250245094,3.001966238
3.588784300,-0.793308018,-0.646000028,9.267698288,2.670353651
3.599762473,-0.820868859,-0.684000015,9.302604675,2.338741302
3.610834412,-0.847864033,-0.703000009,9.302604675,1.989675403
3.621768385,-0.873707545,-0.740999937,9.320057869,1.640609503
3.632948789,-0.899269919,-0.778999984,9.337511063,1.291543603
3.643845326,-0.923318835,-0.797999978,9.337511063,0.925024509
3.654855347,-0.946728043,-0.835999966,9.337511063,0.593411922
3.665851387,-0.969191896,-0.835999966,9.337511063,0.279252678
3.676750469,-0.990533320,-0.874000013,9.320057869,0.000000000
3.687759296,-1.011134727,-0.911999941,9.320057869,-0.261799395
3.698886759,-1.030962599,-0.930999994,9.302604675,-0.523598790
3.709823597,-1.049456545,-0.949999988,9.302604675,-0.785398185
3.720871204,-1.067118988,-0.968999982,9.285151482,-1.029744267
3.731763090,-1.083513341,-0.987999976,9.267698288,-1.274090409
3.742788948,-1.099062728,-1.006999969,9.232791901,-1.535889745
3.753720535,-1.113424804,-1.026000023,9.215338707,-1.780235887
3.764857763,-1.126963172,-1.044999957,9.180432320,-2.024581909
3.775791762,-1.139167559,-1.044999957,9.162978172,-2.251474619
3.786853178,-1.150406352,-1.064000010,9.128071785,-2.495820761
3.797853502,-1.160467216,-1.082999945,9.093165398,-2.740166903
3.808757716,-1.169332353,-1.101999998,9.058259010,-2.984513044
3.819878983,-1.177229080,-1.120999932,9.005898476,-3.228859186
3.830872044,-1.183890942,-1.101999998,8.970992088,-3.455751896
3.841765250,-1.189364178,-1.120999932,8.918632507,-3.700098038
3.852760928,-1.193744742,-1.120999932,8.883726120,-3.926990747
3.863854694,-1.196995156,-1.139999986,8.831365585,-4.171337128
3.874788690,-1.199046482,-1.120999932,8.779006004,-4.398229599
3.885964507,-1.199958979,-1.139999986,8.709193230,-4.625122547
3.896666647,-1.199709847,-1.139999986,8.656832695,-4.852015495
3.907695835,-1.198303827,-1.139999986,8.587019920,-5.096361637
3.918691936,-1.195742052,-1.159000039,8.534660339,-5.323254108
3.929726053,-1.192009672,-1.139999986,8.464846611,-5.550147057
3.940720103,-1.187137027,-1.139999986,8.395033836,-5.777040005
3.951711517,-1.181118955,-1.139999986,8.325220108,-5.986479282
3.962696729,-1.173964597,-1.120999932,8.255407333,-6.195919037
3.973707259,-1.165657382,-1.139999986,8.185594559,-6.405358315
3.984726171,-1.156212922,-1.101999998,8.098327637,-6.597344398
3.995795063,-1.145595806,-1.120999932,8.028514862,-6.789330959
4.006812396,-1.133913965,-1.101999998,7.941247940,-6.981317043
4.017840807,-1.121118493,-1.101999998,7.853981495,-7.173303127
